Latitude,Longitude,Altitude,Time,VCP0.32,VCP0.32_inph,VCP0.71,VCP0.71_inph,VCP1.14,VCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.464053N,00220.614746W,41.71,09:33:18.02,8.61,2.61,14.53,3.11,18.8,9.13,0.78,33.77,1.3,5.3,
5224.464062N,00220.614774W,41.71,09:33:18.92,8.69,2.59,14.48,2.94,19,8.72,0.79,34.13,1.3,5.8,
5224.464070N,00220.614763W,41.71,09:33:19.97,8.92,2.55,14.85,2.94,19.16,8.77,0.8,34.42,1.3,5.8,
5224.464116N,00220.614680W,41.73,09:33:21.02,9.05,2.54,14.39,3.03,18.46,8.88,1.86,30.42,1.2,3,
5224.464137N,00220.614644W,41.73,09:33:21.92,9.09,2.53,14.38,3.03,18.59,8.51,1.87,30.64,1.2,3.3,
5224.464145N,00220.614600W,41.72,09:33:22.97,9.28,2.54,14.57,3.32,18.67,8.76,1.88,30.77,1.2,2.5,
5224.464160N,00220.614598W,41.71,09:33:24.02,9.16,2.55,14.54,4.03,17.68,8.82,1.78,29.14,1.2,3.4,
5224.464188N,00220.614601W,41.7,09:33:24.91,9.12,2.52,14.65,3.93,17.75,8.26,1.79,29.25,1.2,3.3,
5224.464183N,00220.614604W,41.69,09:33:25.97,9.3,2.53,14.63,3.88,17.97,8.58,1.81,29.62,1.2,3.1,
5224.464191N,00220.614594W,41.68,09:33:27.02,9.42,2.54,14.87,3.59,18.53,8.77,1.87,30.54,1.2,2.3,
5224.464184N,00220.614593W,41.67,09:33:27.92,9.38,2.55,14.33,3.33,17.83,8.96,1.8,29.39,1.2,3.2,
5224.464191N,00220.614604W,41.66,09:33:28.97,9.11,2.54,13.85,3.22,16.95,8.13,4.62,30.65,1.7,2.5,
5224.464189N,00220.614596W,41.65,09:33:30.02,9.33,2.54,14.6,3.3,18.22,8.6,1.84,30.03,1.2,2.4,
5224.464193N,00220.614615W,41.64,09:33:30.92,9.55,2.56,14.58,3.41,18.29,8.97,1.84,30.14,1.2,2.8,
5224.464194N,00220.614604W,41.63,09:33:31.97,9.3,2.57,13.97,3.34,17.18,8.69,4.69,31.06,1.7,2.2,
5224.464199N,00220.614610W,41.62,09:33:33.02,7.54,2.45,14.13,3.22,17.95,8.41,0.53,36.39,1.6,7.3,
5224.464173N,00220.614623W,41.61,09:33:33.92,7.31,2.22,14.25,3.39,18.24,9.15,0.54,36.98,1.6,6.2,
5224.464173N,00220.614595W,41.6,09:33:34.97,9.14,2.45,14.15,3.32,18.04,8.46,1.82,29.73,1.2,2.1,
5224.464190N,00220.614625W,41.6,09:33:36.02,9.44,2.48,14.71,3.66,18.39,8.65,1.85,30.31,1.2,2.4,
5224.464222N,00220.614587W,41.59,09:33:36.92,8.89,2.43,13.95,3.42,17.77,8.69,1.79,29.29,1.2,1.8,
5224.464191N,00220.614607W,41.59,09:33:37.97,8.89,2.43,14.61,4.02,18.22,8.72,1.84,30.03,1.2,2.7,
5224.464192N,00220.614619W,41.57,09:33:39.02,8.89,2.45,14.77,4.3,18.29,9.3,1.84,30.14,1.2,3.1,
5224.464187N,00220.614593W,41.58,09:33:39.91,8.65,2.42,14.21,4.01,17.71,8.83,1.78,29.19,1.2,2.5,
5224.464197N,00220.614600W,41.58,09:33:40.97,9,2.41,14.34,3.81,17.88,8.75,1.8,29.47,1.2,1.7,
5224.464212N,00220.614612W,41.58,09:33:42.01,8.85,2.41,14.24,3.73,17.83,8.7,1.8,29.39,1.2,1.9,
5224.464219N,00220.614464W,41.55,09:33:42.92,7.74,2.42,12.76,3.59,16.17,7.91,1.63,26.65,1.2,3.1,
5224.464171N,00220.614433W,41.56,09:33:43.97,8.73,2.4,14.17,3.58,17.77,8.93,1.79,29.29,1.2,2.1,
5224.464137N,00220.614505W,41.57,09:33:45.01,8.88,2.42,14.82,3.89,19.14,9.53,0.79,34.38,1.3,5.8,
5224.464138N,00220.614545W,41.57,09:33:45.91,8.78,2.43,14.49,3.92,18.64,9.89,0.77,33.48,1.3,6,
5224.464139N,00220.614535W,41.57,09:33:46.96,8.58,2.44,13.98,3.81,17.54,9.75,1.77,28.91,1.2,2.2,
5224.464143N,00220.614525W,41.57,09:33:48.01,8.47,2.41,14.41,3.49,18.48,8.67,0.77,33.2,1.3,4.9,
5224.464147N,00220.614525W,41.57,09:33:48.91,7.95,2.43,14.09,3.29,19.12,8.23,1.02,52.48,2.3,4.3,
5224.464121N,00220.614488W,41.56,09:33:49.96,7.77,2.44,13.55,3.53,18.17,8.26,2.8,63.77,3.1,3.6,
5224.464116N,00220.614440W,41.55,09:33:51.01,7.71,2.44,12.6,0.49,18.37,8.22,0.98,50.42,2.3,4.2,
5224.464129N,00220.614479W,41.55,09:33:51.91,7.89,2.43,14,2.82,20.54,8.41,1.21,65.23,2.5,4.5,
5224.464135N,00220.614471W,41.54,09:33:52.96,7.67,2.44,13.61,2.91,19.21,8.25,1.02,52.73,2.3,1.8,
5224.464127N,00220.614455W,41.54,09:33:54.01,7.46,2.44,13.02,2.73,18.66,7.85,1,51.22,2.3,2.2,
5224.464139N,00220.614451W,41.53,09:33:54.91,7.38,2.42,12.84,2.62,18.17,7.52,0.97,49.87,2.3,2.1,
5224.464136N,00220.614430W,41.52,09:33:55.96,7.52,2.43,13.62,2.71,19.51,7.66,1.04,53.55,2.3,3.5,
5224.464139N,00220.614437W,41.53,09:33:57.01,7.33,2.43,12.81,2.69,18.51,7.35,0.99,50.81,2.3,2.6,
5224.464144N,00220.614472W,41.54,09:33:57.91,7.51,2.44,12.63,2.73,18.07,7.36,0.96,49.6,2.3,3.2,
5224.464116N,00220.614431W,41.52,09:33:58.96,7.63,2.46,13.28,2.82,18.71,7.43,1,51.36,2.3,2.4,
5224.464104N,00220.614457W,41.52,09:34:00.01,7.33,2.47,13.16,2.86,18.73,7.13,1,51.41,2.3,2.5,
5224.464102N,00220.614475W,41.52,09:34:00.91,7.31,2.46,13.02,2.85,18.74,7.19,1,51.44,2.3,3,
5224.464090N,00220.614462W,41.52,09:34:01.96,7.07,2.46,12.87,2.8,18.79,6.98,0.56,61.6,2.7,6.6,
5224.464061N,00220.614419W,41.49,09:34:02.86,7.12,2.46,13.16,2.83,18.76,7.11,1,51.49,2.3,3.6,
5224.464091N,00220.614470W,41.52,09:34:03.91,7.73,2.46,13.51,2.9,18.81,8.05,1,51.63,2.3,3,
5224.464107N,00220.614515W,41.54,09:34:04.96,9.22,2.44,14.4,2.8,18.78,9.57,1.89,30.95,1.2,3.6,
5224.464158N,00220.614512W,41.55,09:34:05.86,9.58,2.43,14.86,2.75,19.15,10.18,1.93,31.56,1.2,2.6,
5224.464157N,00220.614546W,41.55,09:34:06.91,9.53,2.43,14.6,2.94,18.78,10.13,1.89,30.95,1.2,2.7,
5224.464164N,00220.614507W,41.56,09:34:07.96,9.94,2.41,14.74,2.94,18.55,9.9,5.06,33.54,1.7,2.2,
5224.464167N,00220.614526W,41.56,09:34:08.86,9.59,2.41,14.53,2.9,18.62,9.89,1.88,30.69,1.2,3,
5224.464171N,00220.614533W,41.56,09:34:09.91,9.63,2.42,14.54,2.96,18.65,10.1,1.88,30.74,1.2,3.1,
5224.464169N,00220.614557W,41.56,09:34:10.96,9.35,2.42,14.38,2.94,18.57,9.86,1.87,30.61,1.2,2.5,
5224.464168N,00220.614616W,41.56,09:34:11.86,9.05,2.42,14.27,2.94,18.44,9.74,1.86,30.39,1.2,3.2,
5224.464150N,00220.614604W,41.56,09:34:12.91,9.33,2.42,14.43,2.94,18.63,9.93,1.88,30.7,1.2,2.5,
5224.464166N,00220.614588W,41.56,09:34:13.96,9.74,2.43,14.94,3,19.24,10.12,1.94,31.71,1.2,2.8,
5224.464202N,00220.614564W,41.56,09:34:14.86,9.51,2.42,14.53,3,18.56,9.91,1.87,30.59,1.2,2.7,
5224.464190N,00220.614597W,41.56,09:34:15.91,9.36,2.45,15.08,3.04,19.38,9.9,1.95,31.94,1.2,3.8,
5224.464177N,00220.614561W,41.56,09:34:16.96,10.82,2.47,16.59,3.14,19.99,10.33,5.45,36.15,1.7,3.7,
5224.464179N,00220.614527W,41.55,09:34:17.86,10.67,2.48,16.18,3.15,19.41,9.88,5.29,35.1,1.7,3.1,
5224.464194N,00220.614551W,41.54,09:34:18.91,10.58,2.47,15.74,3.05,18.79,9.66,5.12,33.98,1.7,2.3,
5224.464208N,00220.614521W,41.54,09:34:19.96,10.62,2.46,15.77,3.02,18.93,9.53,5.16,34.23,1.7,2.3,
5224.464199N,00220.614523W,41.54,09:34:20.86,10.23,2.47,15.68,3.03,19.02,9.95,5.19,34.39,1.7,3.4,
5224.464193N,00220.614524W,41.53,09:34:21.91,9.63,2.47,14.62,3,18.1,9.41,1.82,29.83,1.2,3.8,
5224.464190N,00220.614499W,41.53,09:34:22.96,9.92,2.47,14.85,3.03,18.5,9.8,5.05,33.45,1.7,2.5,
5224.464187N,00220.614522W,41.53,09:34:23.86,9.04,2.47,13.81,2.92,17.69,8.77,1.78,29.15,1.2,2.5,
5224.464186N,00220.614523W,41.53,09:34:24.91,8.72,2.47,13.05,2.8,17.12,8.25,1.73,28.22,1.2,3,
5224.464198N,00220.614528W,41.53,09:34:25.96,10.51,2.47,15.96,3.11,19.46,10.96,5.31,35.19,1.7,3.2,
5224.464188N,00220.614503W,41.53,09:34:26.86,11.11,2.46,16.7,3.13,20.38,11.77,6.25,45.37,2.2,4.1,
5224.464200N,00220.614513W,41.54,09:34:27.91,10.65,2.45,16.36,3.09,20.63,11.04,2.08,35.62,1.3,2.9,
5224.464219N,00220.614532W,41.52,09:34:28.96,8.48,2.43,13.62,2.89,18.08,8.54,0.75,32.48,1.3,6.7,
5224.464221N,00220.614557W,41.53,09:34:29.86,7.36,2.41,12.25,2.82,17.07,7.63,2.63,59.91,3.1,1.7,
5224.464216N,00220.614577W,41.53,09:34:30.91,9.28,2.42,14.1,2.93,18.02,9.18,1.82,29.7,1.2,2.7,
5224.464216N,00220.614551W,41.53,09:34:31.96,12.1,2.46,17.31,3.18,20.43,11.4,3.26,30.38,0.9,8.3,
5224.464224N,00220.614521W,41.52,09:34:32.86,11.9,2.46,17.45,3.14,20.88,11.38,6.4,46.48,2.2,3.9,
5224.464222N,00220.614554W,41.53,09:34:33.91,12.21,2.46,17.82,3.23,21.5,11.82,6.59,47.86,2.2,3.3,
5224.464204N,00220.614583W,41.54,09:34:34.96,11.99,2.47,17.15,3.26,20.28,11.87,3.97,30.3,1,8.4,
5224.464197N,00220.614544W,41.53,09:34:35.86,12.1,2.47,17.03,3.16,20.27,11.46,5.53,36.65,1.7,4.7,
5224.464192N,00220.614594W,41.53,09:34:36.91,12.01,2.46,17.08,3.22,20.62,11.78,6.32,45.91,2.2,4.4,
5224.464166N,00220.614634W,41.53,09:34:37.96,11.8,2.45,17.01,3.18,20.48,12.18,6.28,45.59,2.2,4.1,
5224.464149N,00220.614659W,41.54,09:34:38.86,11.8,2.44,16.85,3.1,20.34,11.95,6.24,45.28,2.2,4.3,
5224.464156N,00220.614682W,41.54,09:34:39.91,11.82,2.47,17.06,3.23,20.81,12.26,6.38,46.33,2.2,3.2,
5224.464158N,00220.614712W,41.54,09:34:40.96,11.3,2.46,16.52,3.19,19.88,12.29,5.42,35.95,1.7,2.7,
5224.464134N,00220.614717W,41.54,09:34:41.86,11.16,2.45,16.34,3.15,19.77,11.89,5.39,35.75,1.7,2.2,
5224.464163N,00220.614715W,41.54,09:34:42.91,11.44,2.45,16.64,3.17,20.19,11.93,5.51,36.51,1.7,2.4,
5224.464155N,00220.614736W,41.53,09:34:43.96,11.25,2.45,16.55,3.16,20.14,11.92,5.49,36.42,1.7,2.3,
5224.464160N,00220.614757W,41.53,09:34:44.86,11.2,2.45,16.16,3.15,19.7,11.76,5.37,35.62,1.7,2.2,
5224.464169N,00220.614761W,41.54,09:34:45.91,11.12,2.44,16.15,3.01,19.8,11.57,5.4,35.8,1.7,1.8,
5224.464174N,00220.614778W,41.55,09:34:46.96,11.11,2.45,16.01,2.95,19.73,11.04,5.38,35.67,1.7,1.6,
5224.464184N,00220.614787W,41.55,09:34:47.86,11.07,2.44,15.61,3.01,19.29,10.91,5.26,34.88,1.7,2,
5224.464174N,00220.614798W,41.55,09:34:48.91,11,2.45,15.9,2.99,19.52,11.02,5.32,35.3,1.7,1.6,
5224.464181N,00220.614812W,41.54,09:34:49.96,9.98,2.45,14.65,3.04,18.25,9.65,4.98,33,1.7,1.8,
5224.464186N,00220.614845W,41.54,09:34:50.86,8.4,2.46,12.79,3.06,16.75,8.14,1.69,27.61,1.2,2.4,
5224.464173N,00220.614862W,41.55,09:34:51.91,8.01,2.44,12.52,3.15,16.68,8.04,3.96,59.23,3.5,4.4,
5224.464177N,00220.614823W,41.54,09:34:52.96,7.67,2.44,12,3.18,16.31,7.89,2.51,57.24,3.1,3,
5224.464179N,00220.614855W,41.53,09:34:53.86,6.98,2.45,11.37,3.26,15.89,7.4,2.45,55.77,3.1,1.3,
5224.464169N,00220.614869W,41.53,09:34:54.91,7.29,2.44,11.62,3.23,15.77,7.76,2.43,55.35,3.1,2.7,
5224.464170N,00220.614865W,41.53,09:34:55.96,7.65,2.44,12.11,3.27,16.11,7.7,1.62,26.55,1.2,5.1,
5224.464187N,00220.614838W,41.53,09:34:56.86,8.2,2.44,12.79,3.22,16.68,8.39,1.68,27.49,1.2,3,
5224.464178N,00220.614856W,41.53,09:34:57.91,8.53,2.44,13.21,3.29,17,8.96,1.71,28.02,1.2,1.8,
5224.464186N,00220.614852W,41.53,09:34:58.96,8.9,2.47,13.42,3.1,17.14,8.87,1.73,28.25,1.2,2.7,
5224.464185N,00220.614849W,41.53,09:34:59.86,8.95,2.47,13.7,3.11,17.16,9.1,1.73,28.28,1.2,2.5,
5224.464188N,00220.614847W,41.53,09:35:00.91,9.13,2.47,13.45,3.1,17.1,9.13,4.66,30.92,1.7,2.2,
5224.464185N,00220.614825W,41.53,09:35:01.96,9.3,2.48,13.91,3.15,17.61,9.57,1.77,29.02,1.2,3.1,
5224.464182N,00220.614770W,41.54,09:35:02.86,10.42,2.52,14.91,3.13,18.33,10.09,5,33.14,1.7,1.5,
5224.464202N,00220.614698W,41.55,09:35:03.91,10.85,2.49,15.93,3.07,18.96,10.82,5.17,34.28,1.7,3,
5224.464182N,00220.614660W,41.53,09:35:04.96,10.74,2.47,15.85,3.13,18.69,10.6,3.66,27.92,1,6.9,
5224.464194N,00220.614677W,41.53,09:35:05.86,12.79,2.45,17.08,3.12,20.07,10.86,2.74,25.7,0.7,3.8,
5224.464210N,00220.614665W,41.54,09:35:06.91,12.81,2.46,17.38,3.18,20.54,11.3,2.59,26.92,0.7,4.1,
5224.464205N,00220.614644W,41.53,09:35:07.96,12.49,2.42,17.1,3.16,19.8,11.15,2.7,25.35,0.7,3,
5224.464210N,00220.614627W,41.52,09:35:08.86,11.4,2.4,16.2,3.09,18.82,10.28,2.57,24.1,0.7,4.2,
5224.464219N,00220.614672W,41.53,09:35:09.91,10.84,2.4,15.48,3.01,18.37,9.36,5.01,33.22,1.7,3.9,
5224.464212N,00220.614632W,41.52,09:35:10.96,10.72,2.41,15.48,3.06,18.49,9.87,5.04,33.43,1.7,3.1,
5224.464220N,00220.614685W,41.53,09:35:11.86,10.25,2.44,14.67,2.94,17.71,8.94,4.83,32.02,1.7,2.5,
5224.464234N,00220.614700W,41.53,09:35:12.91,10.29,2.45,14.78,2.84,18.03,9.38,4.92,32.6,1.7,1.8,
5224.464225N,00220.614697W,41.53,09:35:13.81,10.32,2.45,14.34,2.86,17.21,9.43,7.45,41.73,3,4.4,
5224.464233N,00220.614747W,41.52,09:35:14.86,10.19,2.44,14.52,2.83,17.74,9.3,4.84,32.08,1.7,1.9,
5224.464238N,00220.614757W,41.51,09:35:15.91,10.24,2.43,14.58,2.81,17.54,9.13,4.78,31.72,1.7,2.8,
5224.464239N,00220.614746W,41.5,09:35:16.81,10.04,2.42,14.46,2.77,17.55,8.98,4.79,31.73,1.7,1.9,
5224.464218N,00220.614700W,41.5,09:35:17.86,10.37,2.43,15.51,2.91,18.81,9.72,5.13,34.01,1.7,2.5,
5224.464189N,00220.614567W,41.47,09:35:18.91,9.48,2.44,14.55,2.74,18.04,9,1.82,29.73,1.2,3.3,
5224.464212N,00220.614596W,41.46,09:35:19.81,9.3,2.43,13.56,2.72,16.73,8.57,4.56,30.25,1.7,1.1,
5224.464253N,00220.614655W,41.46,09:35:20.86,9.6,2.43,14.07,2.78,17.12,8.61,4.67,30.96,1.7,1.3,
5224.464233N,00220.614660W,41.45,09:35:21.91,9.34,2.44,13.7,2.79,17.17,8.68,4.68,31.05,1.7,1.4,
5224.464232N,00220.614719W,41.45,09:35:22.81,9.59,2.41,14.01,2.78,17.1,8.51,4.66,30.92,1.7,1.2,
5224.464226N,00220.614759W,41.45,09:35:23.86,8.76,2.42,12.76,2.7,16.27,7.92,4.44,29.42,1.7,2.2,
5224.464226N,00220.614784W,41.43,09:35:24.90,9.75,2.42,13.95,2.75,17.08,8.64,4.66,30.88,1.7,1.4,
5224.464213N,00220.614788W,41.42,09:35:25.81,10.68,2.46,15.41,2.94,18.77,9.62,5.12,33.94,1.7,2,
5224.464213N,00220.614762W,41.42,09:35:26.86,11.56,2.52,16.04,3.19,19.4,10.01,5.29,35.08,1.7,3.9,
5224.464205N,00220.614799W,41.41,09:35:27.91,10.8,2.48,15.78,3.19,19.28,10.06,5.26,34.86,1.7,1.9,
5224.464205N,00220.614754W,41.4,09:35:28.81,11.34,2.45,16.04,3.07,19.92,9.86,5.43,36.02,1.7,1.7,
5224.464197N,00220.614504W,41.27,09:35:29.86,11.87,2.42,17.06,3.13,20.38,10.05,6.25,45.37,2.2,4.8,
5224.464204N,00220.614403W,41.17,09:35:30.91,11.13,2.45,16.78,3.1,20.18,9.81,5.5,36.49,1.7,3.1,
5224.464206N,00220.614476W,41.21,09:35:31.81,10.84,2.43,16.51,2.99,19.99,9.49,5.45,36.15,1.7,3.5,
5224.464190N,00220.614479W,41.2,09:35:32.86,11.32,2.44,17.26,3.09,21.12,10.07,6.48,47.02,2.2,4.3,
5224.464181N,00220.614462W,41.18,09:35:33.91,11.11,2.46,17.03,3.16,20.96,10.12,2.11,36.19,1.3,4.3,
5224.464178N,00220.614453W,41.17,09:35:34.81,11.62,2.46,17.14,3.15,20.33,10.19,5.54,36.76,1.7,3.4,
5224.464163N,00220.614474W,41.17,09:35:35.86,11.84,2.44,17.3,3.09,20.31,10.16,3.97,30.34,1,7.7,
5224.464163N,00220.614437W,41.15,09:35:36.91,11.25,2.46,17.27,3.05,20.99,9.76,6.44,46.73,2.2,4.6,
5224.464178N,00220.614475W,41.17,09:35:37.81,11.12,2.46,16.82,3.17,20.51,10.28,6.29,45.66,2.2,4.3,
5224.464188N,00220.614463W,41.16,09:35:38.86,10.93,2.45,16.48,3.01,20.32,9.81,5.54,36.74,1.7,3.2,
5224.464160N,00220.614398W,41.11,09:35:39.91,10.61,2.48,16.45,3.11,20.52,10.05,2.07,35.43,1.3,3.2,
5224.464134N,00220.614410W,41.11,09:35:40.81,10.07,2.46,16.11,3.09,19.69,9.8,1.98,32.45,1.2,3.4,
5224.464140N,00220.614411W,41.11,09:35:41.86,10.22,2.44,15.79,2.95,19.57,9.42,1.97,32.25,1.2,3.6,
5224.464149N,00220.614423W,41.11,09:35:42.91,10.41,2.45,16.18,3.04,19.96,9.62,2.01,32.9,1.2,3.8,
5224.464149N,00220.614438W,41.12,09:35:43.81,10.5,2.43,16.19,2.94,20.49,9.04,2.07,35.37,1.3,2.8,
5224.464151N,00220.614445W,41.11,09:35:44.86,12.01,2.46,17.71,3.13,21.33,10.58,6.54,47.49,2.2,3.1,
5224.464166N,00220.614461W,41.11,09:35:45.91,11.27,2.47,17.04,3.14,20.69,10.09,6.34,46.06,2.2,4.2,
5224.464156N,00220.614398W,41.09,09:35:46.81,11.23,2.45,16.88,3.06,20.38,9.93,6.25,45.37,2.2,4.1,
5224.464152N,00220.614414W,41.1,09:35:47.86,11.17,2.45,17.28,2.97,21.13,9.32,2.13,36.48,1.3,4.4,
5224.464144N,00220.614446W,41.12,09:35:48.91,11.46,2.46,17.48,3.2,21.63,10.43,2.18,37.34,1.3,3.9,
5224.464158N,00220.614459W,41.12,09:35:49.81,11.11,2.46,16.57,3.16,20.12,10.27,5.49,36.38,1.7,2.8,
5224.464161N,00220.614486W,41.12,09:35:50.86,10.65,2.45,16.32,3.02,20.25,9.67,2.04,33.37,1.2,4,
5224.464152N,00220.614445W,41.1,09:35:51.91,10.56,2.44,16.22,2.88,19.82,9.2,5.41,35.84,1.7,3.7,
5224.464147N,00220.614444W,41.09,09:35:52.81,10.81,2.45,17.17,3.04,21.49,9.67,2.17,37.1,1.3,1.9,
5224.464147N,00220.614430W,41.09,09:35:53.86,10.71,2.45,16.55,3.09,20.58,9.88,2.07,35.53,1.3,3.5,
5224.464145N,00220.614419W,41.1,09:35:54.91,10.77,2.44,16.62,2.97,20.44,9.59,2.06,35.29,1.3,4.3,
5224.464132N,00220.614442W,41.11,09:35:55.81,10.84,2.45,17.01,3.04,21.1,9.63,2.13,36.43,1.3,3,
5224.464121N,00220.614471W,41.11,09:35:56.86,10.31,2.47,16.22,3.16,20.49,9.94,2.07,35.37,1.3,2.2,
5224.464120N,00220.614480W,41.11,09:35:57.91,10.32,2.45,16.27,3.06,20.36,9.95,2.05,35.15,1.3,2.5,
5224.464116N,00220.614494W,41.1,09:35:58.81,10.48,2.45,16.25,3.03,19.93,9.78,2.01,32.85,1.2,4.2,
5224.464144N,00220.614470W,41.11,09:35:59.86,10.73,2.43,16.02,2.98,19.81,9.72,5.4,35.82,1.7,2.8,
5224.464142N,00220.614435W,41.11,09:36:00.91,10.77,2.45,16.41,3,20.98,9.58,2.12,36.22,1.3,3.1,
5224.464149N,00220.614463W,41.12,09:36:01.81,10.4,2.45,16.06,3.03,19.82,9.66,2,32.67,1.2,4,
5224.464136N,00220.614460W,41.12,09:36:02.86,10.6,2.44,16.37,3,20.91,9.71,2.11,36.1,1.3,2.7,
5224.464125N,00220.614451W,41.13,09:36:03.91,10.79,2.46,16.4,3.07,20.84,10.17,2.1,35.98,1.3,3.2,
5224.464130N,00220.614438W,41.13,09:36:04.81,10.02,2.46,15.56,2.88,19.14,9.79,1.93,31.54,1.2,3.8,
5224.464138N,00220.614449W,41.13,09:36:05.86,10.8,2.45,16.4,3.1,20.05,9.97,5.47,36.25,1.7,3.4,
5224.464142N,00220.614446W,41.13,09:36:06.91,11.15,2.45,16.27,2.85,20.46,10.04,6.27,45.55,2.2,3.1,
5224.464145N,00220.614452W,41.14,09:36:07.81,10.96,2.45,17.11,3.16,21.77,11.57,2.19,37.58,1.3,2,
5224.464129N,00220.614449W,41.14,09:36:08.86,10.88,2.48,16.6,3.48,21.52,16.03,2.17,37.15,1.3,2.9,
5224.464116N,00220.614425W,41.14,09:36:09.91,10.86,2.5,17.15,4.08,23.56,23.94,3.46,85.6,3,1.9,
5224.464107N,00220.614447W,41.16,09:36:10.81,10.68,2.62,17.29,5.88,24.95,32.46,3.67,90.65,3,2.5,
5224.464086N,00220.614428W,41.16,09:36:11.86,11.81,2.94,21.17,9.89,29.08,40.93,1.73,107.41,2.7,3.4,
5224.464055N,00220.614439W,41.15,09:36:12.91,13.53,3.7,24.71,15.26,27.9,45.25,4.22,48.64,1.3,8.3,
5224.464055N,00220.614461W,41.16,09:36:13.81,16.33,4.91,26.05,19.9,19.85,42.44,16.36,40.36,3.7,15.4,
5224.464048N,00220.614443W,41.18,09:36:14.86,17.74,5.92,25.78,20.85,26.17,30.77,4.51,32.54,0.5,6.5,
5224.464048N,00220.614458W,41.19,09:36:15.91,15.68,5.28,22.78,13.56,22.14,18.6,3.81,27.53,0.5,5.4,
5224.464052N,00220.614449W,41.17,09:36:16.81,13.12,3.52,18.34,7.01,19.73,11.88,2.69,25.26,0.7,4.9,
5224.464070N,00220.614457W,41.18,09:36:17.86,10.92,2.78,16.18,4.2,18.74,7.97,3.67,28,1,6.8,
5224.464063N,00220.614438W,41.17,09:36:18.91,9.97,2.53,15.2,3.19,18.05,6.19,4.92,32.64,1.7,2.9,
5224.464079N,00220.614452W,41.2,09:36:19.81,9.61,2.46,14.85,2.79,17.81,5.49,4.86,32.2,1.7,3.3,
5224.464084N,00220.614433W,41.19,09:36:20.86,9.45,2.41,14.62,2.65,17.57,5.25,4.79,31.77,1.7,3.3,
5224.464087N,00220.614462W,41.21,09:36:21.91,9.31,2.4,14.35,2.6,17.23,5.08,4.7,31.15,1.7,3,
5224.464081N,00220.614451W,41.2,09:36:22.81,9.15,2.4,14.39,2.57,17.44,5.07,1.76,28.74,1.2,3.8,
5224.464077N,00220.614467W,41.2,09:36:23.86,9.04,2.39,14.33,2.57,17.61,5.02,1.77,29.02,1.2,2.7,
5224.464065N,00220.614454W,41.19,09:36:24.76,9.06,2.39,14.22,2.57,17.49,5.05,1.76,28.83,1.2,3,
5224.464060N,00220.614498W,41.19,09:36:25.81,8.95,2.39,14.12,2.55,17.53,4.92,1.77,28.89,1.2,2.2,
5224.464090N,00220.614502W,41.19,09:36:26.86,9.15,2.4,14.46,2.56,17.63,5.02,1.78,29.06,1.2,3.4,
5224.464093N,00220.614507W,41.2,09:36:27.76,8.81,2.39,14.26,2.55,17.46,5.03,1.76,28.78,1.2,2.3,
5224.464090N,00220.614514W,41.21,09:36:28.81,9.23,2.4,14.49,2.58,17.35,4.99,1.75,28.59,1.2,4.6,
5224.464107N,00220.614515W,41.21,09:36:29.86,8.91,2.39,14.11,2.56,17.28,5.04,1.74,28.48,1.2,2.9,
5224.464103N,00220.614507W,41.2,09:36:30.76,9.05,2.4,14.31,2.54,17.38,4.88,1.75,28.64,1.2,3.5,
5224.464105N,00220.614513W,41.2,09:36:31.81,9.16,2.4,14.72,2.58,17.92,5.09,1.81,29.53,1.2,3,
5224.464108N,00220.614523W,41.2,09:36:32.86,9.26,2.39,14.38,2.5,17.09,4.57,4.66,30.9,1.7,3.2,
5224.464115N,00220.614542W,41.21,09:36:33.76,9.87,2.42,15.19,2.65,17.88,5.15,3.5,26.71,1,6.6,
5224.464148N,00220.614520W,41.2,09:36:34.81,9.8,2.42,15.26,2.63,17.77,5.13,3.48,26.55,1,6.3,
5224.464123N,00220.614522W,41.21,09:36:35.86,10.25,2.43,16.05,3.48,18.49,5.07,3.62,27.62,1,5.9,
5224.464146N,00220.614552W,41.22,09:36:36.76,11.74,2.42,16.44,3.24,18.46,5.38,2.52,23.64,0.7,1.8,
5224.464153N,00220.614493W,41.2,09:36:37.81,11.91,2.42,16.15,2.73,17.97,5.24,2.45,23.01,0.7,3.2,
5224.464146N,00220.614485W,41.19,09:36:38.86,12.09,2.42,15.95,2.63,17.92,5.28,7.76,22.73,1,3.1,
5224.464151N,00220.614524W,41.2,09:36:39.76,11.82,2.42,15.8,2.58,17.88,5.28,2.44,22.9,0.7,3.1,
5224.464173N,00220.614500W,41.19,09:36:40.81,11.74,2.42,15.44,2.7,17.49,5.13,7.57,22.19,1,3.4,
5224.464177N,00220.614475W,41.18,09:36:41.86,11.92,2.42,15.89,2.66,17.67,5.06,7.65,22.42,1,3.2,
5224.464179N,00220.614462W,41.17,09:36:42.76,11.92,2.42,15.77,2.81,17.7,5.12,7.66,22.46,1,3,
5224.464181N,00220.614433W,41.15,09:36:43.81,12.04,2.43,15.99,2.97,17.92,5.26,7.76,22.73,1,3.2,
5224.464192N,00220.614443W,41.15,09:36:44.86,11.86,2.43,15.81,3.08,17.28,5.09,7.48,21.92,1,3.1,
