Latitude,Longitude,Altitude,Time,HCP0.32,HCP0.32_inph,HCP0.71,HCP0.71_inph,HCP1.14,HCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.460531N,00220.668374W,30.38,10:13:08.89,5.33,2.14,7.52,2.64,11.1,5.15,2.79,18.95,3.9,4.5,
5224.461040N,00220.668034W,30.39,10:13:09.94,5.31,2.14,7.49,2.65,11.34,5.23,1.8,18.31,3.5,7.2,
5224.461564N,00220.667587W,30.42,10:13:10.99,5.37,2.14,7.65,2.7,11.44,5.2,1.82,18.47,3.5,7.6,
5224.462097N,00220.667191W,30.49,10:13:11.89,5.4,2.14,7.9,2.68,11.58,5.28,1.84,18.02,3.1,2.8,
5224.462640N,00220.666795W,30.47,10:13:12.94,5.4,2.14,7.78,2.69,11.72,5.29,1.86,18.93,3.5,6.7,
5224.463162N,00220.666479W,30.54,10:13:13.99,5.6,2.13,8,2.7,11.97,5.3,1.9,19.33,3.5,7.3,
5224.463701N,00220.666018W,30.53,10:13:14.89,5.54,2.13,8.03,2.7,11.69,5.29,1.86,18.19,3.1,3,
5224.464254N,00220.665585W,30.69,10:13:15.94,5.71,2.13,7.98,2.67,11.68,5.24,2.93,19.94,3.9,3.3,
5224.464750N,00220.665274W,30.66,10:13:16.99,5.76,2.14,8.18,2.68,11.77,5.28,2.95,20.09,3.9,2.6,
5224.465280N,00220.664980W,30.64,10:13:17.89,5.8,2.13,8.04,2.65,11.76,5.17,2.95,20.07,3.9,2.9,
5224.465823N,00220.664516W,30.61,10:13:18.94,6.04,2.14,8.49,2.67,12.12,5.25,3.04,20.69,3.9,1.7,
5224.466380N,00220.664152W,30.67,10:13:19.99,5.91,2.13,8.38,2.68,12.33,5.3,3.09,21.05,3.9,4.2,
5224.466890N,00220.663693W,30.68,10:13:20.89,6.02,2.14,8.65,2.69,12.6,5.37,3.16,21.51,3.9,4,
5224.467423N,00220.663099W,30.69,10:13:21.94,6.09,2.14,8.64,2.7,12.69,5.37,3.19,21.66,3.9,4.2,
5224.467933N,00220.662719W,30.73,10:13:22.99,6.08,2.14,8.67,2.71,12.79,5.3,3.21,21.83,3.9,4.7,
5224.468464N,00220.662347W,30.69,10:13:23.89,6.15,2.14,9.1,2.74,13,5.37,2.07,20.23,3.1,2.7,
5224.469012N,00220.662024W,30.57,10:13:24.94,6.55,2.14,9.47,2.75,13.53,5.64,3.4,23.09,3.9,3.3,
5224.469620N,00220.661546W,30.52,10:13:25.99,6.89,2.14,10.13,2.76,14.45,5.58,3.68,28.01,4.1,4.1,
5224.470154N,00220.661100W,30.44,10:13:26.89,7.44,2.13,10.52,2.75,14.7,5.59,3.75,28.5,4.1,2.5,
5224.470692N,00220.660592W,30.39,10:13:27.94,7.79,2.15,11.09,2.84,15.13,5.78,3.86,29.33,4.1,3.6,
5224.471224N,00220.660198W,30.47,10:13:28.99,8.03,2.16,11.51,2.89,15.61,5.84,3.98,30.26,4.1,3.6,
5224.471775N,00220.659712W,30.59,10:13:29.89,8.31,2.16,11.84,2.92,15.92,5.98,4.06,30.86,4.1,4.2,
5224.472378N,00220.659262W,30.74,10:13:30.94,8.59,2.15,12.2,2.86,16.41,5.94,4.18,31.81,4.1,4.1,
5224.472932N,00220.658892W,30.78,10:13:31.99,8.62,2.15,12.45,2.85,16.95,5.85,4.32,32.86,4.1,2.6,
5224.473496N,00220.658394W,30.9,10:13:32.89,8.92,2.14,12.95,2.82,17.8,5.95,4.54,34.51,4.1,2.2,
5224.473998N,00220.657836W,30.88,10:13:33.94,9.32,2.14,13.68,2.85,18.68,5.98,4.76,36.21,4.1,2.9,
5224.474553N,00220.657369W,31,10:13:34.99,9.35,2.14,13.84,2.86,19.23,6,4.9,37.28,4.1,3.3,
5224.475130N,00220.657005W,31.09,10:13:35.89,9.67,2.15,14.55,2.9,20.08,6.17,5.12,38.93,4.1,4.1,
5224.475744N,00220.656519W,31.35,10:13:36.94,10.03,2.15,14.88,2.88,20.15,6.12,5.14,39.06,4.1,3.6,
5224.476136N,00220.656114W,31.43,10:13:37.99,9.94,2.16,14.9,2.9,20.45,6.28,5.24,47.07,4.4,4,
5224.476490N,00220.655810W,31.64,10:13:38.89,10.63,2.15,15.26,2.88,20.8,6.17,5.33,47.88,4.4,3.6,
5224.476741N,00220.655526W,31.84,10:13:39.94,11.04,2.14,15.58,2.91,20.88,6.21,5.35,48.06,4.4,5.2,
5224.477022N,00220.655152W,32.03,10:13:40.99,10.81,2.15,15.45,2.91,20.81,6.29,5.33,47.9,4.4,4.5,
5224.477311N,00220.654891W,32.19,10:13:41.89,11.08,2.14,15.78,2.87,21.23,6.22,5.44,48.87,4.4,4.5,
5224.477594N,00220.654604W,32.38,10:13:42.94,11.95,2.13,16.51,2.87,22.24,6.28,7.38,41.66,4,6.5,
5224.477930N,00220.654428W,32.56,10:13:43.99,11.79,2.12,16.64,2.83,22.57,6.17,5.78,51.95,4.4,3.9,
5224.478235N,00220.654078W,32.72,10:13:44.89,11.85,2.12,16.87,2.76,23.06,6.39,5.91,53.08,4.4,3,
5224.478545N,00220.653786W,32.96,10:13:45.94,12.48,2.09,16.76,2.66,22.37,6.52,7.42,41.91,4,5.5,
5224.478895N,00220.653561W,33.16,10:13:46.99,12.96,2.03,15.79,2.77,19.83,7.32,8.58,25.86,3,3.1,
5224.479194N,00220.653160W,33.32,10:13:47.89,13.41,1.95,14.83,3.28,15.59,8.93,8.41,14.51,0.5,5.4,
5224.479678N,00220.652780W,33.63,10:13:48.94,13.71,2.03,15.14,3.55,16.25,9.4,13.49,14.84,2.8,5.5,
5224.480052N,00220.652648W,33.75,10:13:49.99,13.97,2.12,17.3,3.36,20.42,8.57,7.03,20.41,1.1,3.9,
5224.480450N,00220.652300W,34,10:13:50.89,14.22,2.51,17.55,3.15,22.81,5.83,9.77,31.14,2.9,2.8,
5224.480875N,00220.651954W,34.25,10:13:51.94,15.2,2.79,17.4,3.08,22.4,3.01,12.8,63.51,7,4.6,
5224.481247N,00220.651741W,34.39,10:13:52.84,14.18,2.41,18.65,3.01,23.76,4.95,5.69,28.14,1.9,2.3,
5224.481548N,00220.651289W,34.57,10:13:53.89,12.87,2.33,18.31,3.29,23.83,6.65,5.71,28.23,1.9,2.5,
5224.481900N,00220.650898W,34.86,10:13:54.94,13.55,2.29,19.03,3.33,24.03,6.27,5.75,28.46,1.9,0.2,
5224.482188N,00220.650854W,35.02,10:13:55.84,13.34,2.28,19.27,3.43,24.13,6.32,5.78,28.58,1.9,0.9,
5224.482511N,00220.650598W,35.16,10:13:56.89,13.48,2.27,20,3.42,25.55,6.49,2.47,30.48,1.7,3.5,
5224.482762N,00220.650331W,35.33,10:13:57.94,13,2.3,19.6,3.32,25.72,6.79,2.48,30.68,1.7,3.1,
5224.483052N,00220.650065W,35.51,10:13:58.84,13.03,2.32,18.95,3.22,25.6,6.69,6.56,58.93,4.4,3.3,
5224.483342N,00220.649706W,35.67,10:13:59.89,13.58,2.31,19.54,3.2,26.41,6.75,6.77,60.79,4.4,3.8,
5224.483662N,00220.649464W,35.82,10:14:00.94,12.87,2.21,19.53,3.11,26.19,6.88,6.71,60.29,4.4,3.9,
5224.483995N,00220.649064W,36.05,10:14:01.84,12.9,2.16,19.36,3.01,26.21,7.01,6.72,60.33,4.4,3.6,
5224.484223N,00220.648771W,36.22,10:14:02.89,12.78,2.13,18.77,2.74,26.04,7.01,6.67,59.94,4.4,2.8,
5224.484632N,00220.648526W,36.42,10:14:03.94,12.77,2.13,18.08,2.77,25.5,6.77,6.53,58.7,4.4,1.5,
5224.484874N,00220.648482W,36.7,10:14:04.84,13.45,2.13,18.95,2.93,25.05,6.66,6,29.67,1.9,3.6,
5224.485137N,00220.648094W,36.77,10:14:05.89,11.69,2.14,17.12,2.9,22.23,6.38,2.15,26.52,1.7,4,
5224.485444N,00220.647866W,36.89,10:14:06.94,11.89,2.13,17.4,2.92,21.96,6.33,5.26,26.01,1.9,1.9,
5224.485610N,00220.647508W,37.06,10:14:07.84,12.28,2.12,16.16,2.88,20.62,6.15,4.94,24.43,1.9,3.2,
5224.485642N,00220.647217W,37.19,10:14:08.89,17.79,2.14,22.73,2.95,27.97,6.54,11.98,38.18,2.9,2.8,
5224.485608N,00220.647017W,37.25,10:14:09.93,15.11,2.13,21.41,2.97,27.55,6.57,6.6,32.63,1.9,2.4,
5224.485509N,00220.646962W,37.22,10:14:10.84,12.46,2.13,18.94,2.84,25.14,6.25,2.43,29.99,1.7,3.6,
5224.485534N,00220.646899W,37.24,10:14:11.89,10.81,2.13,17.13,2.85,23.1,6.24,3.49,40.75,3.2,3.1,
5224.485524N,00220.646902W,37.24,10:14:12.94,11.5,2.13,17.53,2.85,23.04,6.09,2.23,27.49,1.7,2.9,
5224.485385N,00220.646475W,37.21,10:14:13.84,11.5,2.14,17.16,2.86,24.21,6.38,6.2,55.73,4.4,3,
5224.485206N,00220.646253W,37.23,10:14:14.89,11.61,2.13,16.88,2.86,24.07,6.19,6.17,55.41,4.4,2.8,
5224.485069N,00220.645872W,37.27,10:14:15.94,11.4,2.13,16.47,2.89,23.35,6.28,5.98,53.75,4.4,2.2,
5224.484956N,00220.645708W,37.3,10:14:16.83,12,2.12,16.82,2.87,23.01,6.15,5.9,52.97,4.4,3.5,
5224.485023N,00220.645735W,37.35,10:14:17.88,11.41,2.12,16.12,2.84,22.67,6.06,5.81,52.18,4.4,1.5,
5224.485012N,00220.645612W,37.36,10:14:18.94,11.4,2.12,16.18,2.83,22.25,6.06,5.7,51.22,4.4,2.9,
5224.484968N,00220.645529W,37.36,10:14:19.83,11.73,2.11,16.08,2.83,21.71,5.93,7.2,40.67,4,6.4,
5224.484920N,00220.645495W,37.4,10:14:20.88,11.27,2.11,15.81,2.8,22.02,6,5.64,50.69,4.4,2.6,
5224.484869N,00220.645450W,37.25,10:14:21.93,11.86,2.12,16.28,2.85,22.25,6.12,7.38,41.68,4,6.3,
5224.484726N,00220.645255W,37.26,10:14:22.83,11.14,2.12,16.11,2.83,22.27,6.2,5.71,51.26,4.4,2.2,
5224.484685N,00220.645104W,37.35,10:14:23.88,9.77,2.13,14.99,2.8,21.59,6.02,3.26,38.09,3.2,1.7,
5224.484663N,00220.644957W,37.35,10:14:24.93,10.15,2.13,15.29,2.78,22.28,6.13,3.37,39.31,3.2,2.1,
5224.484635N,00220.645013W,37.35,10:14:25.83,10.06,2.13,15.12,2.82,21.83,6.09,3.3,38.51,3.2,2.3,
5224.484682N,00220.645053W,37.35,10:14:26.88,9.85,2.12,14.73,2.78,21.6,6,3.27,38.11,3.2,2.5,
5224.484495N,00220.645029W,37.16,10:14:27.93,10.89,2.12,15.79,2.84,21.86,6.16,5.6,50.32,4.4,2.4,
5224.484354N,00220.645225W,37.08,10:14:28.83,9.83,2.12,14.79,2.81,21.63,5.98,3.27,38.16,3.2,2.3,
5224.484153N,00220.645435W,36.89,10:14:29.88,10.74,2.12,15.68,2.88,22.53,6.22,5.77,51.86,4.4,3.7,
5224.483927N,00220.645727W,36.73,10:14:30.93,10.36,2.12,15.23,2.86,21.9,6.16,3.31,38.64,3.2,2.9,
5224.483702N,00220.646021W,36.68,10:14:31.83,10.31,2.12,15.11,2.84,21.67,6.19,5.55,49.88,4.4,3.9,
5224.483536N,00220.646162W,36.45,10:14:32.88,10.73,2.12,15.31,2.86,21.33,6.21,5.47,49.1,4.4,2.2,
5224.483250N,00220.646484W,36.27,10:14:33.93,10.43,2.13,14.97,2.89,21.2,6.26,5.43,48.8,4.4,2.5,
5224.483074N,00220.646769W,36.05,10:14:34.83,10.63,2.15,14.8,2.88,20.52,6.01,5.26,47.23,4.4,3.6,
5224.482792N,00220.647038W,35.91,10:14:35.88,10.56,2.18,14.48,2.93,19.95,6.07,5.09,38.67,4.1,4.4,
5224.482521N,00220.647226W,35.83,10:14:36.93,11.37,2.24,14.49,3.02,19.73,5.96,6.78,37.2,4.5,4.8,
5224.482231N,00220.647466W,35.68,10:14:37.83,12.66,2.35,14.99,3.01,19.61,5.84,8.49,25.58,3,3.9,
5224.481996N,00220.647653W,35.53,10:14:38.88,12.87,2.35,15.23,2.78,20.11,5.66,8.7,26.23,3,4,
5224.481750N,00220.647814W,35.51,10:14:39.93,13.27,2.28,16.26,2.71,21.05,5.59,9.02,28.74,2.9,2.8,
5224.481487N,00220.648041W,35.34,10:14:40.83,14.38,2.19,17.41,2.89,21.42,5.83,12.24,60.73,7,5.2,
5224.481212N,00220.648171W,35.22,10:14:41.88,14.01,2.2,18.17,3.07,21.87,5.96,9.37,29.86,2.9,3.4,
5224.480988N,00220.648300W,35.13,10:14:42.93,14.54,2.25,18.9,3.22,22.9,5.94,9.81,31.26,2.9,2.6,
5224.480826N,00220.648498W,35.03,10:14:43.83,15.28,2.34,19.29,3.28,22.32,5.38,7.69,22.31,1.1,2.6,
5224.480665N,00220.648684W,34.9,10:14:44.88,16.2,2.46,18.46,3.31,20.42,4.48,13.47,21.19,2.1,1.5,
5224.480440N,00220.648846W,34.81,10:14:45.93,17.77,2.52,18.21,3.29,20.41,4.1,16.89,19.98,3.3,3.8,
5224.480174N,00220.649101W,34.63,10:14:46.83,19.67,2.66,16.14,2.76,17.76,3.91,94.23,14.42,0.3,5.4,
5224.479949N,00220.649220W,34.57,10:14:47.88,18.17,2.64,15.48,2.79,15.82,4.4,33.48,13.6,0.5,1.9,
5224.479760N,00220.649399W,34.36,10:14:48.93,16.42,2.34,14.73,2.76,12.57,5.13,18.51,7.36,2.3,3.9,
5224.479408N,00220.649636W,34.17,10:14:49.83,13.56,2.16,13.2,2.98,10.96,5.88,15.68,3.39,3.8,6.6,
5224.479056N,00220.649867W,34,10:14:50.88,12.87,2.17,14.39,3.01,16.8,6.4,11.25,16.63,2.1,2.6,
5224.478733N,00220.650051W,33.83,10:14:51.93,15.1,2.16,20.21,3.07,28.06,7.1,9.31,52.57,4,6,
5224.478431N,00220.650266W,33.65,10:14:52.83,16.52,2.14,25.92,3.14,36.67,7.65,5.46,74.98,3.4,0.8,
5224.478138N,00220.650581W,33.46,10:14:53.88,18.33,2.14,29.28,3.2,40.81,7.81,5.94,101.72,3.6,1.5,
5224.477810N,00220.650852W,33.25,10:14:54.93,18.11,2.14,27.84,3.11,36.82,7.4,3.73,47.12,1.8,3.9,
5224.477422N,00220.651147W,33.03,10:14:55.83,14.78,2.15,22.82,3.07,31.14,6.97,4.63,63.67,3.4,3.5,
5224.477078N,00220.651442W,32.82,10:14:56.88,12.46,2.14,18.8,2.94,25.75,6.58,6.6,59.27,4.4,3.7,
5224.476715N,00220.651668W,32.67,10:14:57.93,11.48,2.12,16.53,2.85,22.79,6.27,5.84,52.46,4.4,2.1,
5224.476282N,00220.651931W,32.48,10:14:58.83,10.82,2.12,15.42,2.79,21.16,6.01,5.42,48.71,4.4,3.3,
5224.475911N,00220.652198W,32.33,10:14:59.88,10.45,2.12,14.75,2.8,19.95,5.93,5.09,38.67,4.1,4.7,
5224.475517N,00220.652557W,32.08,10:15:00.93,10.11,2.12,14.35,2.78,19.51,5.85,4.97,37.82,4.1,4.1,
5224.475110N,00220.652769W,31.88,10:15:01.83,9.69,2.14,13.85,2.75,18.74,5.83,4.78,36.33,4.1,3.9,
5224.474676N,00220.652942W,31.81,10:15:02.88,9.42,2.12,13.23,2.72,17.81,5.68,4.54,34.53,4.1,4.5,
5224.474217N,00220.653207W,31.65,10:15:03.93,9.36,2.14,12.5,2.83,16.68,5.74,5.74,31.45,4.5,4,
5224.473739N,00220.653514W,31.51,10:15:04.83,9.06,2.15,11.69,2.89,16.19,5.66,5.57,30.52,4.5,3.1,
5224.473272N,00220.653815W,31.34,10:15:05.88,8.56,2.12,12.11,2.73,16.16,5.57,4.12,31.33,4.1,4.8,
5224.472759N,00220.654152W,31.32,10:15:06.93,8.07,2.13,11.77,2.71,16.24,5.53,4.14,31.48,4.1,2.3,
5224.472272N,00220.654479W,31.17,10:15:07.83,8.11,2.13,11.52,2.71,15.65,5.49,3.99,30.34,4.1,3.7,
5224.471784N,00220.654797W,31.07,10:15:08.88,8.43,2.13,11.25,2.61,15.04,5.27,5.17,28.35,4.5,4.6,
5224.471253N,00220.655149W,30.92,10:15:09.93,8.34,2.09,11.34,2.59,15.08,5.29,2.77,16.27,1.6,4.2,
5224.470766N,00220.655593W,30.97,10:15:10.83,7.9,2.13,11.04,2.67,14.83,5.37,5.1,27.96,4.5,6.3,
5224.470300N,00220.656126W,30.85,10:15:11.88,7.64,2.13,10.74,2.71,14.55,5.47,3.71,28.21,4.1,4.7,
5224.469812N,00220.656559W,30.77,10:15:12.93,7.68,2.13,10.68,2.69,14.37,5.43,4.93,22.6,3.9,6.3,
5224.469300N,00220.656988W,30.78,10:15:13.83,7.69,2.13,10.57,2.7,14.57,5.41,3.71,28.25,4.1,4.3,
5224.468803N,00220.657240W,30.73,10:15:14.88,7.57,2.13,10.6,2.72,14.52,5.51,3.7,28.15,4.1,4.2,
5224.468362N,00220.657545W,30.68,10:15:15.78,7.45,2.12,10.47,2.69,14.2,5.48,3.56,24.24,3.9,4.7,
5224.467908N,00220.657907W,30.67,10:15:16.83,7.28,2.12,9.87,2.66,13.61,5.21,4.67,21.41,3.9,5.2,
5224.467435N,00220.658243W,30.64,10:15:17.88,6.91,2.13,9.6,2.67,13.32,5.34,3.34,22.74,3.9,3.2,
5224.466948N,00220.658643W,30.69,10:15:18.78,6.72,2.13,9.51,2.66,13.41,5.2,3.37,22.89,3.9,1.7,
5224.466497N,00220.659082W,30.62,10:15:19.83,6.61,2.13,9.36,2.66,12.87,5.26,3.23,21.97,3.9,3,
5224.466021N,00220.659596W,30.62,10:15:20.88,6.62,2.14,9.31,2.67,12.9,5.31,3.24,22.02,3.9,2.8,
5224.465623N,00220.660006W,30.56,10:15:21.78,6.21,2.13,8.9,2.68,12.37,5.29,3.11,21.11,3.9,1.7,
5224.465168N,00220.660402W,30.51,10:15:22.83,6.33,2.13,8.73,2.62,12.21,5.13,3.06,20.84,3.9,2.5,
5224.464678N,00220.660830W,30.5,10:15:23.88,6.5,2.14,9.06,2.64,12.57,5.26,3.16,21.46,3.9,2.8,
5224.464186N,00220.661241W,30.55,10:15:24.77,6.26,2.13,8.74,2.65,12.11,5.19,3.04,20.67,3.9,2.6,
5224.463699N,00220.661643W,30.51,10:15:25.83,6.19,2.14,8.65,2.68,12.07,5.23,3.03,20.6,3.9,2.1,
5224.463216N,00220.662021W,30.5,10:15:26.88,6.27,2.13,8.85,2.66,12.27,5.24,3.08,20.94,3.9,2.3,
5224.462733N,00220.662485W,30.41,10:15:27.78,6.26,2.14,8.81,2.66,12.4,5.25,3.11,21.17,3.9,1.5,
5224.462263N,00220.662913W,30.44,10:15:28.83,6.13,2.13,8.66,2.66,12.19,5.23,3.06,20.81,3.9,1.3,
5224.461796N,00220.663279W,30.33,10:15:29.88,6.14,2.13,8.42,2.66,12.11,5.15,3.04,20.67,3.9,2,
5224.461296N,00220.663672W,30.36,10:15:30.78,6.16,2.13,8.57,2.62,12.12,5.2,3.04,20.69,3.9,1.6,
5224.460836N,00220.664209W,30.25,10:15:31.83,6.14,2.13,8.51,2.66,12.16,5.22,3.05,20.76,3.9,1.7,
5224.460365N,00220.664705W,30.2,10:15:32.88,6.26,2.12,8.51,2.63,11.99,5.22,3.01,20.47,3.9,2.3,
5224.459907N,00220.665055W,30.09,10:15:33.78,6.46,2.12,8.58,2.64,12.05,5.18,4.13,18.95,3.9,3.9,
5224.459436N,00220.665431W,30.13,10:15:34.83,6.66,2.13,9.08,2.69,12.63,5.36,3.17,21.56,3.9,3.4,
5224.458998N,00220.665726W,30.09,10:15:35.87,6.74,2.13,9.13,2.68,12.26,5.5,4.21,19.29,3.9,4.6,
5224.458465N,00220.666111W,30.06,10:15:36.77,6.84,2.12,9.28,2.7,12.14,5.43,3.86,15.03,2.5,2.4,
5224.457983N,00220.666480W,30.04,10:15:37.82,6.84,2.12,9.24,2.68,12.33,5.42,4.23,19.4,3.9,4.5,
5224.457412N,00220.666979W,29.94,10:15:38.87,6.76,2.12,9.12,2.65,12.23,5.27,4.2,19.24,3.9,4.4,
5224.456935N,00220.667456W,29.89,10:15:39.77,7.04,2.14,9.56,2.69,12.54,5.42,3.99,15.53,2.5,2.8,
5224.456449N,00220.667855W,29.88,10:15:40.82,6.89,2.14,9.48,2.78,12.45,5.57,3.96,15.42,2.5,3.3,
5224.455947N,00220.668173W,29.94,10:15:41.87,6.89,2.15,9.54,2.79,12.76,5.67,4.38,20.07,3.9,5.5,
5224.455372N,00220.668551W,29.88,10:15:42.77,6.68,2.17,9.39,2.88,12.82,5.93,3.22,21.88,3.9,3.7,
5224.454830N,00220.668918W,29.86,10:15:43.82,6.81,2.21,9.96,3.01,13.54,6.2,3.4,23.11,3.9,3,
5224.454318N,00220.669330W,29.73,10:15:44.87,7.38,2.27,10.61,3.36,14.3,7.01,3.59,24.41,3.9,4.4,
5224.453837N,00220.669661W,29.73,10:15:45.77,8.81,2.58,11.87,4.2,15.56,8.47,2.86,16.79,1.6,3.1,
5224.453287N,00220.670025W,29.7,10:15:46.82,16.92,4.07,16.06,6.66,17.64,10.71,49.67,14.85,0.3,5.4,
5224.452820N,00220.670290W,29.77,10:15:47.87,26.44,5.38,22.81,9.67,18.85,11.55,31.29,4.47,3.1,4.1,
5224.452677N,00220.670498W,29.79,10:15:48.77,13.11,3.06,17.85,6.63,18.49,10.87,6.69,18.85,1.1,5.7,
5224.452729N,00220.670554W,29.79,10:15:49.82,8.4,2.41,13.91,4.9,18.48,11.24,0.77,22.24,1.8,5.9,
5224.452886N,00220.670629W,29.81,10:15:50.87,7.45,2.27,12.71,4.34,25.36,19.73,0.53,126.87,6.3,8.7,
5224.452765N,00220.670671W,29.82,10:15:51.77,6.99,2.22,12.13,4.08,43.53,43.32,0.28,203.32,6.2,31.3,
5224.452744N,00220.670616W,29.83,10:15:52.82,7.3,2.28,12,4.37,36.47,29.15,0.98,243.35,7.5,24.7,
5224.452488N,00220.670557W,29.85,10:15:53.87,10.48,2.84,15.1,6.26,18.52,5.99,3.4,19.98,1.6,2.5,
5224.452150N,00220.670638W,29.87,10:15:54.77,29.81,5.81,22.29,9.11,15.34,4.55,45.2,5,1.6,3.4,
5224.451899N,00220.670740W,29.87,10:15:55.82,46.21,7.83,29.63,11.45,14.21,0.64,78.23,1.31,1.4,9.4,
5224.451796N,00220.670649W,29.87,10:15:56.87,47.62,7.85,34.96,13.77,7.19,-13.21,-1,-1,-1,-1,
5224.451712N,00220.670856W,29.89,10:15:57.77,60.17,9.69,29.37,8.75,-13.8,-45.74,-1,-1,-1,-1,
5224.451644N,00220.670775W,29.87,10:15:58.82,73.84,11.89,25.07,6.56,-28.5,-67.41,-1,-1,-1,-1,
5224.451601N,00220.670662W,29.89,10:15:59.87,75.94,12.25,18.21,3.47,-43.27,-88.25,-1,-1,-1,-1,
5224.451592N,00220.670658W,29.88,10:16:00.77,73.36,11.97,17.49,3.82,-48.82,-98.46,-1,-1,-1,-1,
5224.451605N,00220.670663W,29.89,10:16:01.82,69.53,11.49,17.48,3.94,-53.02,-105.26,-1,-1,-1,-1,
5224.451595N,00220.670561W,29.89,10:16:02.87,72.15,12.76,16.46,4.59,-51.75,-104.19,-1,-1,-1,-1,
5224.451681N,00220.670105W,29.87,10:16:03.77,71.77,13.15,29.12,7.43,-27.87,-65.71,-1,-1,-1,-1,
5224.451642N,00220.669736W,29.9,10:16:04.82,80.29,14.44,16.7,-3.18,-38.8,-76.76,-1,-1,-1,-1,
5224.451601N,00220.669603W,29.9,10:16:05.87,87.41,15.78,12.38,-6.34,-37.41,-70.2,-1,-1,-1,-1,
5224.451622N,00220.669651W,29.91,10:16:06.77,72.17,12.86,17.36,-2.27,-37.39,-75.38,-1,-1,-1,-1,
5224.451689N,00220.669632W,29.91,10:16:07.82,58.4,9.81,42.77,15.02,6.78,-5.48,-1,-1,-1,-1,
5224.451731N,00220.669576W,29.93,10:16:08.87,60.61,10.2,56.52,23.12,33.13,28.15,84.01,6.01,2.3,11.4,
5224.451733N,00220.669661W,29.95,10:16:09.77,48.24,8.37,44.99,15.36,25.16,9.72,73.34,5.5,2,9.8,
5224.451977N,00220.669410W,29.91,10:16:10.82,14.99,3.03,24,7.8,17.94,8.07,1.6,21.16,0.7,18.8,
5224.452347N,00220.669290W,29.95,10:16:11.87,8.83,2.4,15.11,4.84,17.27,9.47,2.25,19.86,1.6,6.4,
5224.452765N,00220.669084W,29.98,10:16:12.77,7.3,2.25,11.5,3.74,15.33,8.34,3.91,29.72,4.1,5.2,
5224.453143N,00220.668629W,29.95,10:16:13.82,7.03,2.2,10.31,3.27,14.28,7.22,3.58,24.37,3.9,3.2,
5224.453586N,00220.668290W,29.91,10:16:14.87,6.78,2.18,9.7,3,13.38,6.54,3.36,22.84,3.9,2.7,
5224.454059N,00220.667944W,29.89,10:16:15.77,6.77,2.15,9.27,2.83,12.51,5.91,4.29,19.68,3.9,5.1,
5224.454563N,00220.667605W,29.86,10:16:16.82,6.79,2.14,9.41,2.78,12.62,5.67,4.33,19.85,3.9,5.5,
5224.455019N,00220.667185W,29.91,10:16:17.87,6.64,2.14,9.14,2.73,12.03,5.53,3.82,14.9,2.5,3.2,
5224.455482N,00220.666823W,29.89,10:16:18.77,6.65,2.13,9.16,2.69,12.34,5.48,4.23,19.41,3.9,5.2,
5224.455925N,00220.666430W,29.89,10:16:19.82,6.7,2.13,9.21,2.69,12.36,5.37,4.24,19.44,3.9,5.1,
5224.456385N,00220.665982W,29.88,10:16:20.87,6.78,2.13,9.31,2.72,12.17,5.37,3.87,15.07,2.5,2.7,
5224.456877N,00220.665516W,29.87,10:16:21.77,6.7,2.12,9.45,2.64,12.62,5.33,3.17,21.54,3.9,4.9,
5224.457325N,00220.665197W,29.86,10:16:22.82,6.64,2.13,9.35,2.67,12.44,5.26,4.27,19.57,3.9,5.9,
5224.457795N,00220.664775W,29.8,10:16:23.87,6.63,2.13,9.34,2.68,12.69,5.29,3.19,21.66,3.9,3.9,
5224.458241N,00220.664319W,29.86,10:16:24.77,6.77,2.13,9.63,2.7,12.99,5.35,3.26,22.17,3.9,4.2,
5224.458735N,00220.663886W,29.84,10:16:25.82,6.71,2.13,9.65,2.7,13.29,5.38,3.34,22.68,3.9,2.6,
5224.459220N,00220.663451W,29.87,10:16:26.87,6.61,2.13,9.64,2.69,13.21,5.43,3.32,22.55,3.9,2.6,
5224.459708N,00220.662925W,29.81,10:16:27.77,6.62,2.14,9.53,2.67,13.23,5.37,3.32,22.58,3.9,2.2,
5224.460222N,00220.662391W,30.02,10:16:28.82,6.58,2.14,9.68,2.66,13.22,5.34,3.32,22.56,3.9,2.9,
5224.460706N,00220.661992W,30.04,10:16:29.72,6.56,2.14,9.62,2.67,13.35,5.29,3.35,22.79,3.9,2.9,
5224.461296N,00220.661603W,30.21,10:16:30.77,6.49,2.14,9.68,2.65,13.41,5.26,3.37,22.89,3.9,3.5,
5224.461796N,00220.661175W,30.26,10:16:31.82,6.25,2.14,9.4,2.66,13.44,5.33,2.14,20.92,3.1,2.3,
5224.462362N,00220.660844W,30.25,10:16:32.72,6.26,2.14,9.18,2.66,13.22,5.28,2.1,20.57,3.1,3.1,
5224.462931N,00220.660626W,30.28,10:16:33.77,6.31,2.14,9.27,2.67,13.39,5.26,2.13,20.84,3.1,3.1,
5224.463458N,00220.660307W,30.33,10:16:34.82,6.32,2.15,9.34,2.69,13.56,5.38,2.16,21.1,3.1,3,
5224.463940N,00220.659926W,30.45,10:16:35.72,6.36,2.14,9.54,2.66,13.64,5.28,2.17,21.23,3.1,2.5,
