Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.497796N,00255.841350W,23.36,11:16:18.96,1.24,2.46,3.72,2.63,6.75,3.01,0.11,61.54,2.1,18.9,
5332.498186N,00255.842615W,23.47,11:16:19.41,1,2.49,3.74,2.61,6.73,3.02,0.11,57.54,2,30.1,
5332.498186N,00255.842615W,23.47,11:16:19.93,3.08,2.4,3.85,2.56,6.78,2.97,1.58,31.41,1.6,8,
5332.498586N,00255.843693W,23.26,11:16:20.45,0.74,2.52,3.47,2.64,6.81,3.06,-1,-1,-1,-1,
5332.498586N,00255.843693W,23.26,11:16:20.91,0.99,2.48,3.67,2.66,7.04,3.09,0,73.33,2.3,27.8,
5332.498965N,00255.844984W,23.11,11:16:21.43,0.89,2.52,3.65,2.69,7.07,3.04,0,76.47,2.4,33.4,
5332.498965N,00255.844984W,23.11,11:16:21.88,0.59,2.55,3.7,2.66,7.12,3.03,-1,-1,-1,-1,
5332.499328N,00255.846073W,23.06,11:16:22.41,1.55,2.5,4.01,2.63,7.67,2.99,0.09,89.31,2.3,13.8,
5332.499328N,00255.846073W,23.06,11:16:22.93,0.52,2.54,3.64,2.68,6.96,3.03,-1,-1,-1,-1,
5332.499749N,00255.847267W,23.15,11:16:23.38,0.94,2.5,3.77,2.66,6.95,3.05,0.12,59.42,2,31.2,
5332.499749N,00255.847267W,23.15,11:16:23.90,1.34,2.48,3.62,2.67,6.6,3.08,0.11,60.17,2.1,13.5,
5332.500243N,00255.848391W,23.09,11:16:24.43,0.85,2.54,3.41,2.69,6.66,3.07,0,72.04,2.4,33.1,
5332.500243N,00255.848391W,23.09,11:16:24.88,0.1,2.57,3.15,2.7,6.41,3.06,-1,-1,-1,-1,
5332.500608N,00255.849661W,23.02,11:16:25.41,0.68,2.52,3.37,2.67,6.63,3.04,-1,-1,-1,-1,
5332.500608N,00255.849661W,23.02,11:16:25.93,0.65,2.52,3.39,2.67,6.39,3.04,-1,-1,-1,-1,
5332.500947N,00255.850777W,23.16,11:16:26.38,0.14,2.53,3.09,2.67,6.6,3.04,-1,-1,-1,-1,
5332.500947N,00255.850777W,23.16,11:16:26.90,0.62,2.52,3.58,2.65,7.17,3.03,-1,-1,-1,-1,
5332.501291N,00255.852082W,23.26,11:16:27.43,2.72,2.52,5.29,2.65,7.17,3.03,1.08,17.92,0.7,4.3,
5332.501291N,00255.852082W,23.26,11:16:27.88,0.88,2.51,3.72,2.68,6.92,3.08,0.12,59.17,2,33.7,
5332.501596N,00255.853409W,23.28,11:16:28.41,0.59,2.52,3.53,2.68,6.66,3.07,-1,-1,-1,-1,
5332.501596N,00255.853409W,23.28,11:16:28.93,0.27,2.55,3.23,2.69,6.6,3.1,-1,-1,-1,-1,
5332.501922N,00255.854628W,23.22,11:16:29.38,0.33,2.55,3.36,2.71,6.77,3.09,-1,-1,-1,-1,
5332.501922N,00255.854628W,23.22,11:16:29.90,0.63,2.53,3.16,2.68,6.87,3.05,-1,-1,-1,-1,
5332.502305N,00255.855841W,23.12,11:16:30.43,0.48,2.55,3.34,2.7,6.8,3.07,-1,-1,-1,-1,
5332.502305N,00255.855841W,23.12,11:16:30.88,0.8,2.5,3.55,2.68,6.77,3.08,-1,-1,-1,-1,
5332.502627N,00255.857001W,23.01,11:16:31.40,0.15,2.52,3.5,2.68,7,3.06,-1,-1,-1,-1,
5332.502627N,00255.857001W,23.01,11:16:31.93,0.11,2.56,3.08,2.7,6.58,3.06,-1,-1,-1,-1,
5332.503002N,00255.858219W,23.05,11:16:32.38,0.9,2.54,3.53,2.69,6.9,3.08,0,74.64,2.4,33.9,
5332.503002N,00255.858219W,23.05,11:16:32.90,0.34,2.54,3.63,2.7,6.88,3.09,-1,-1,-1,-1,
5332.503392N,00255.859406W,23.03,11:16:33.43,0.29,2.56,3.33,2.71,6.71,3.05,-1,-1,-1,-1,
5332.503392N,00255.859406W,23.03,11:16:33.88,-0.1,2.55,3.23,2.68,6.57,3.07,-1,-1,-1,-1,
5332.503708N,00255.860675W,22.84,11:16:34.40,0.59,2.54,3.4,2.69,6.94,3.06,-1,-1,-1,-1,
5332.503708N,00255.860675W,22.84,11:16:34.93,0.51,2.55,3.66,2.7,6.72,3.08,-1,-1,-1,-1,
5332.504086N,00255.862063W,22.74,11:16:35.38,0.26,2.55,3.37,2.71,6.75,3.07,-1,-1,-1,-1,
5332.504086N,00255.862063W,22.74,11:16:35.90,0.51,2.56,3.75,2.7,7.15,3.06,-1,-1,-1,-1,
5332.504449N,00255.863262W,22.67,11:16:36.43,0.33,2.55,3.42,2.71,6.75,3.09,-1,-1,-1,-1,
5332.504449N,00255.863262W,22.67,11:16:36.88,0,2.56,3.03,2.72,6.33,3.08,-1,-1,-1,-1,
5332.504754N,00255.864482W,22.73,11:16:37.40,0.16,2.57,3.31,2.7,6.51,3.06,-1,-1,-1,-1,
5332.504754N,00255.864482W,22.73,11:16:37.93,0.63,2.52,3.29,2.66,6.9,3.06,-1,-1,-1,-1,
5332.505187N,00255.865607W,22.68,11:16:38.38,0.45,2.54,3.58,2.69,6.81,3.07,-1,-1,-1,-1,
5332.505187N,00255.865607W,22.68,11:16:38.90,0.5,2.52,3.39,2.66,6.74,3.03,-1,-1,-1,-1,
5332.505516N,00255.866954W,22.72,11:16:39.43,0.79,2.53,3.48,2.69,6.71,3.04,-1,-1,-1,-1,
5332.505516N,00255.866954W,22.72,11:16:39.88,0.3,2.57,3.27,2.72,6.43,3.09,-1,-1,-1,-1,
5332.505774N,00255.868256W,22.68,11:16:40.40,1.07,2.55,3.4,2.7,6.75,3.08,0,74.03,2.4,21.5,
5332.505774N,00255.868256W,22.68,11:16:40.93,0.15,2.54,3.33,2.68,6.82,3.06,-1,-1,-1,-1,
5332.506048N,00255.869638W,22.71,11:16:41.38,0.48,2.55,3.41,2.69,6.73,3.04,-1,-1,-1,-1,
5332.506048N,00255.869638W,22.71,11:16:41.91,0.13,2.56,3.22,2.69,6.43,3.04,-1,-1,-1,-1,
5332.506360N,00255.870918W,22.58,11:16:42.43,0.21,2.55,3.32,2.69,6.68,3.05,-1,-1,-1,-1,
5332.506360N,00255.870918W,22.58,11:16:42.88,4.1,2.52,4.08,2.67,6.24,3.07,2.81,21.94,1.7,10.5,
5332.506542N,00255.872051W,22.57,11:16:43.41,1.24,2.51,3.32,2.68,5.91,3.06,0.1,53.88,2.1,13.6,
5332.506542N,00255.872051W,22.57,11:16:43.93,-0.08,2.57,2.55,2.72,5.69,3.06,-1,-1,-1,-1,
5332.506786N,00255.873146W,23.07,11:16:44.38,-0.44,2.56,2.23,2.7,5.71,3.07,-1,-1,-1,-1,
5332.506786N,00255.873146W,23.07,11:16:44.91,0.03,2.55,2.72,2.69,5.84,3.06,-1,-1,-1,-1,
5332.507082N,00255.874388W,23.01,11:16:45.43,-0.21,2.57,2.6,2.7,5.74,3.07,-1,-1,-1,-1,
5332.507082N,00255.874388W,23.01,11:16:45.88,-0.03,2.57,2.58,2.71,5.77,3.06,-1,-1,-1,-1,
5332.507281N,00255.875670W,22.99,11:16:46.41,-0.31,2.57,2.7,2.7,5.78,3.06,-1,-1,-1,-1,
5332.507281N,00255.875670W,22.99,11:16:46.93,0.06,2.54,2.73,2.68,5.82,3.04,-1,-1,-1,-1,
5332.507283N,00255.876983W,22.95,11:16:47.38,-1.13,2.55,2.59,2.68,5.58,3.01,-1,-1,-1,-1,
5332.507283N,00255.876983W,22.95,11:16:47.91,-0.27,2.56,2.58,2.71,5.61,3.06,-1,-1,-1,-1,
5332.507320N,00255.878345W,23.08,11:16:48.43,0.6,2.53,2.94,2.68,5.78,3.04,-1,-1,-1,-1,
5332.507320N,00255.878345W,23.08,11:16:48.88,0.32,2.53,2.98,2.66,5.99,3.02,-1,-1,-1,-1,
5332.507483N,00255.879720W,23.05,11:16:49.41,-0.14,2.56,2.92,2.69,5.99,3.04,-1,-1,-1,-1,
5332.507483N,00255.879720W,23.05,11:16:49.93,-0.83,2.56,2.69,2.7,5.9,3.04,-1,-1,-1,-1,
5332.507611N,00255.881025W,23.2,11:16:50.38,0.34,2.56,3.18,2.69,6.28,3.04,-1,-1,-1,-1,
5332.507611N,00255.881025W,23.2,11:16:50.90,-0.55,2.55,3.16,2.7,6.01,3.05,-1,-1,-1,-1,
5332.508101N,00255.882216W,23.08,11:16:51.43,0.07,2.57,2.8,2.71,5.81,3.08,-1,-1,-1,-1,
5332.508101N,00255.882216W,23.08,11:16:51.88,-0.65,2.57,2.7,2.73,5.69,3.06,-1,-1,-1,-1,
5332.508748N,00255.882913W,23.08,11:16:52.40,-0.27,2.58,2.53,2.72,5.78,3.04,-1,-1,-1,-1,
5332.508748N,00255.882913W,23.08,11:16:52.86,0.69,2.52,3.07,2.67,6.11,3.04,-1,-1,-1,-1,
5332.509534N,00255.882924W,22.9,11:16:53.38,1.37,2.46,3.43,2.63,6.08,3.03,0.1,54.21,2,8.2,
5332.509534N,00255.882924W,22.9,11:16:53.90,2.47,2.43,4.02,2.58,6.6,3.06,0.66,26.07,1.1,4,
5332.509971N,00255.882761W,22.95,11:16:54.36,2.29,2.67,4.29,2.6,6.79,3.07,0.68,26.82,1.1,3,
5332.509971N,00255.882761W,22.95,11:16:54.88,2.09,2.67,4.3,2.61,6.92,3.08,0.35,27.56,1.1,3.5,
5332.510073N,00255.882854W,22.88,11:16:55.40,2.01,2.63,4.33,2.62,6.98,3.09,0.12,32.81,1.2,3.5,
5332.510073N,00255.882854W,22.88,11:16:55.86,2.22,2.58,4.33,2.61,6.98,3.08,0.35,27.8,1.1,2,
5332.509836N,00255.882659W,22.87,11:16:56.38,2.21,2.57,4.33,2.61,6.93,3.07,0.35,27.6,1.1,1.8,
5332.509836N,00255.882659W,22.87,11:16:56.90,1.45,2.45,4.09,2.61,6.54,3.05,0.11,36.84,1.4,10.9,
5332.509846N,00255.882220W,22.83,11:16:57.36,0.14,2.53,3.13,2.67,5.96,3.05,-1,-1,-1,-1,
5332.509846N,00255.882220W,22.83,11:16:57.88,0.52,2.49,2.96,2.68,5.75,3.04,-1,-1,-1,-1,
5332.510385N,00255.881766W,22.69,11:16:58.40,0.58,2.48,3.09,2.66,5.63,3.05,-1,-1,-1,-1,
5332.510385N,00255.881766W,22.69,11:16:58.85,0.29,2.51,2.79,2.68,5.66,3.04,-1,-1,-1,-1,
5332.511009N,00255.881395W,22.75,11:16:59.38,0.02,2.54,2.67,2.68,5.43,3.04,-1,-1,-1,-1,
5332.511009N,00255.881395W,22.75,11:16:59.91,-0.14,2.55,2.44,2.69,5.34,3.04,-1,-1,-1,-1,
5332.511709N,00255.881076W,22.64,11:17:00.35,0.39,2.51,2.68,2.64,5.69,3.02,-1,-1,-1,-1,
5332.511709N,00255.881076W,22.64,11:17:00.88,0.17,2.52,2.8,2.66,5.66,3.01,-1,-1,-1,-1,
5332.512400N,00255.880485W,22.57,11:17:01.41,0.4,2.54,2.87,2.67,5.8,3.04,-1,-1,-1,-1,
5332.512400N,00255.880485W,22.57,11:17:01.85,0.14,2.55,2.82,2.68,5.69,3.02,-1,-1,-1,-1,
5332.513085N,00255.879896W,22.44,11:17:02.38,0.12,2.54,2.57,2.66,5.41,3.01,-1,-1,-1,-1,
5332.513085N,00255.879896W,22.44,11:17:02.91,0.06,2.55,2.6,2.69,5.28,3.04,-1,-1,-1,-1,
5332.513813N,00255.879618W,22.34,11:17:03.35,0.22,2.53,2.4,2.68,5.14,3.03,-1,-1,-1,-1,
5332.513813N,00255.879618W,22.34,11:17:03.88,0.29,2.53,2.56,2.67,5.3,3.02,-1,-1,-1,-1,
5332.514557N,00255.879656W,22.23,11:17:04.41,0,2.54,2.14,2.69,5.02,3.04,-1,-1,-1,-1,
5332.514557N,00255.879656W,22.23,11:17:04.85,0.08,2.53,2.51,2.68,5.15,3.03,-1,-1,-1,-1,
5332.515292N,00255.879736W,22.31,11:17:05.38,-0.23,2.55,2.31,2.68,5.05,3.03,-1,-1,-1,-1,
5332.515292N,00255.879736W,22.31,11:17:05.90,-0.05,2.53,2.05,2.67,4.98,3.02,-1,-1,-1,-1,
5332.516045N,00255.879609W,22.36,11:17:06.35,-0.14,2.53,2.32,2.68,5,3.01,-1,-1,-1,-1,
5332.516045N,00255.879609W,22.36,11:17:06.88,0.26,2.51,2.32,2.66,4.95,3.03,-1,-1,-1,-1,
5332.516870N,00255.879271W,22.39,11:17:07.41,-0.25,2.55,2.22,2.68,4.76,3.02,-1,-1,-1,-1,
5332.516870N,00255.879271W,22.39,11:17:07.85,-0.16,2.54,2,2.68,5.05,3.03,-1,-1,-1,-1,
5332.517669N,00255.878906W,22.43,11:17:08.38,0.11,2.52,2.25,2.68,5,3.02,-1,-1,-1,-1,
5332.517669N,00255.878906W,22.43,11:17:08.90,0.24,2.49,2.41,2.65,5.05,3.02,-1,-1,-1,-1,
5332.518431N,00255.878410W,22.48,11:17:09.35,0.05,2.53,2.39,2.65,5.23,3,-1,-1,-1,-1,
5332.518431N,00255.878410W,22.48,11:17:09.88,0.05,2.52,2.37,2.66,5.12,2.99,-1,-1,-1,-1,
5332.519164N,00255.877931W,22.58,11:17:10.40,0.73,2.49,2.61,2.64,5.22,3,0,54.37,2.3,26.9,
5332.519164N,00255.877931W,22.58,11:17:10.85,0.04,2.53,2.46,2.67,5.01,3.01,-1,-1,-1,-1,
5332.519957N,00255.877446W,22.48,11:17:11.38,0.35,2.5,2.26,2.64,5.2,3.02,-1,-1,-1,-1,
5332.519957N,00255.877446W,22.48,11:17:11.90,0.39,2.5,2.67,2.65,5.37,3.02,-1,-1,-1,-1,
5332.520819N,00255.877282W,22.36,11:17:12.35,0.56,2.48,2.59,2.65,5.26,3.03,-1,-1,-1,-1,
5332.520819N,00255.877282W,22.36,11:17:12.88,0.22,2.52,2.32,2.66,5.11,3.02,-1,-1,-1,-1,
5332.521652N,00255.877156W,22.22,11:17:13.40,-0.22,2.54,2.07,2.69,4.83,3.03,-1,-1,-1,-1,
5332.521652N,00255.877156W,22.22,11:17:13.85,0.06,2.52,2.03,2.69,4.75,3.03,-1,-1,-1,-1,
5332.522493N,00255.876990W,22.26,11:17:14.38,-0.24,2.52,1.82,2.68,4.62,3.05,-1,-1,-1,-1,
5332.522493N,00255.876990W,22.26,11:17:14.90,-0.31,2.55,1.76,2.7,4.52,3.06,-1,-1,-1,-1,
5332.523241N,00255.876804W,22.45,11:17:15.35,-0.22,2.53,1.98,2.69,4.53,3.04,-1,-1,-1,-1,
5332.523241N,00255.876804W,22.45,11:17:15.88,0.02,2.51,1.67,2.67,4.64,3.06,-1,-1,-1,-1,
5332.524058N,00255.876520W,22.52,11:17:16.40,-0.52,2.55,1.71,2.72,4.31,3.07,-1,-1,-1,-1,
5332.524058N,00255.876520W,22.52,11:17:16.85,-0.61,2.55,1.68,2.73,4.32,3.06,-1,-1,-1,-1,
5332.524932N,00255.876087W,22.49,11:17:17.38,-0.19,2.55,1.83,2.73,4.33,3.08,-1,-1,-1,-1,
5332.524932N,00255.876087W,22.49,11:17:17.90,-0.2,2.54,1.76,2.72,4.34,3.08,-1,-1,-1,-1,
5332.525718N,00255.875732W,22.44,11:17:18.36,0.69,2.51,1.99,2.68,4.44,3.07,0,55.65,2.6,23.6,
5332.525718N,00255.875732W,22.44,11:17:18.88,1,2.52,1.52,2.73,4.18,3.07,0.21,24.66,1.8,21.4,
5332.526549N,00255.875615W,22.42,11:17:19.40,0.29,2.53,2.01,2.69,4.44,3.06,-1,-1,-1,-1,
5332.526549N,00255.875615W,22.42,11:17:19.86,-0.25,2.54,1.94,2.7,4.62,3.01,-1,-1,-1,-1,
5332.527371N,00255.875685W,22.56,11:17:20.38,-0.33,2.55,1.89,2.71,4.47,3.04,-1,-1,-1,-1,
5332.527371N,00255.875685W,22.56,11:17:20.90,-0.35,2.56,1.9,2.73,4.47,3.05,-1,-1,-1,-1,
5332.528200N,00255.875715W,22.41,11:17:21.36,-0.57,2.57,1.74,2.74,4.22,3.05,-1,-1,-1,-1,
5332.528200N,00255.875715W,22.41,11:17:21.88,-0.47,2.56,1.98,2.72,4.26,3.04,-1,-1,-1,-1,
5332.528942N,00255.875404W,22.4,11:17:22.40,-0.31,2.55,2.15,2.71,4.65,3.03,-1,-1,-1,-1,
5332.528942N,00255.875404W,22.4,11:17:22.85,-0.04,2.55,2.23,2.7,4.49,3.04,-1,-1,-1,-1,
5332.529627N,00255.875171W,22.36,11:17:23.38,-0.23,2.55,2.1,2.71,4.59,3.03,-1,-1,-1,-1,
5332.529627N,00255.875171W,22.36,11:17:23.90,-0.37,2.56,2.07,2.71,4.56,3.03,-1,-1,-1,-1,
5332.530320N,00255.874723W,22.19,11:17:24.36,-0.88,2.56,1.85,2.73,4.35,3.03,-1,-1,-1,-1,
5332.530320N,00255.874723W,22.19,11:17:24.88,-0.4,2.57,1.85,2.74,4.31,3.05,-1,-1,-1,-1,
5332.530959N,00255.874322W,22.3,11:17:25.33,-0.39,2.56,2.05,2.73,4.63,3.05,-1,-1,-1,-1,
5332.530959N,00255.874322W,22.3,11:17:25.85,-0.52,2.57,1.98,2.76,4.51,3.07,-1,-1,-1,-1,
5332.531614N,00255.873860W,22.25,11:17:26.38,-0.27,2.56,2.14,2.73,4.43,3.04,-1,-1,-1,-1,
5332.531614N,00255.873860W,22.25,11:17:26.83,-0.35,2.55,2.04,2.72,4.29,3.03,-1,-1,-1,-1,
5332.532375N,00255.873340W,22.42,11:17:27.35,-0.01,2.53,2.08,2.71,4.37,3.02,-1,-1,-1,-1,
5332.532375N,00255.873340W,22.42,11:17:27.88,-0.42,2.55,2.01,2.7,4.47,3.04,-1,-1,-1,-1,
5332.533093N,00255.872961W,22.32,11:17:28.33,0.05,2.54,2.11,2.69,4.49,3.06,-1,-1,-1,-1,
5332.533093N,00255.872961W,22.32,11:17:28.86,0.3,2.54,2.25,2.69,4.56,3.02,-1,-1,-1,-1,
5332.533897N,00255.872562W,22.32,11:17:29.38,0.87,2.52,2.26,2.67,4.6,3.01,0.08,48.3,2.3,19.2,
5332.533897N,00255.872562W,22.32,11:17:29.83,-0.4,2.56,1.89,2.71,4.31,3.04,-1,-1,-1,-1,
5332.534710N,00255.872171W,22.1,11:17:30.35,-0.48,2.53,1.5,2.71,4.23,3.03,-1,-1,-1,-1,
5332.534710N,00255.872171W,22.1,11:17:30.88,-0.1,2.53,1.98,2.69,4.43,3.02,-1,-1,-1,-1,
5332.535454N,00255.871817W,21.87,11:17:31.33,-0.28,2.53,1.83,2.71,4.35,3.05,-1,-1,-1,-1,
5332.535454N,00255.871817W,21.87,11:17:31.85,-0.26,2.53,1.88,2.71,4.37,3.06,-1,-1,-1,-1,
5332.536273N,00255.871351W,21.77,11:17:32.38,-0.22,2.54,1.94,2.72,4.5,3.07,-1,-1,-1,-1,
5332.536273N,00255.871351W,21.77,11:17:32.83,0.01,2.53,1.93,2.68,4.51,3.04,-1,-1,-1,-1,
5332.537088N,00255.871048W,21.98,11:17:33.35,-0.33,2.55,2.07,2.72,4.37,3.06,-1,-1,-1,-1,
5332.537088N,00255.871048W,21.98,11:17:33.88,-0.36,2.54,1.8,2.73,4.17,3.07,-1,-1,-1,-1,
5332.537875N,00255.870700W,21.82,11:17:34.33,-0.56,2.56,1.82,2.74,4.17,3.05,-1,-1,-1,-1,
5332.537875N,00255.870700W,21.82,11:17:34.86,-0.3,2.54,1.72,2.73,4.16,3.06,-1,-1,-1,-1,
5332.538684N,00255.870175W,21.72,11:17:35.38,-0.34,2.54,1.86,2.74,4.22,3.08,-1,-1,-1,-1,
5332.538684N,00255.870175W,21.72,11:17:35.83,-0.29,2.54,1.71,2.72,4.21,3.05,-1,-1,-1,-1,
5332.539492N,00255.869986W,21.57,11:17:36.36,-0.25,2.54,1.92,2.73,4.39,3.06,-1,-1,-1,-1,
5332.539492N,00255.869986W,21.57,11:17:36.88,-0.34,2.56,1.88,2.74,4.44,3.07,-1,-1,-1,-1,
5332.540241N,00255.869730W,21.49,11:17:37.33,-0.04,2.56,2.16,2.73,4.68,3.07,-1,-1,-1,-1,
5332.540241N,00255.869730W,21.49,11:17:37.86,-0.12,2.55,2.31,2.74,4.84,3.06,-1,-1,-1,-1,
5332.541114N,00255.869328W,21.38,11:17:38.38,0.15,2.55,2.59,2.73,4.87,3.06,-1,-1,-1,-1,
5332.541114N,00255.869328W,21.38,11:17:38.83,-0.39,2.57,2.38,2.76,4.7,3.08,-1,-1,-1,-1,
5332.541848N,00255.868848W,21.29,11:17:39.36,0.16,2.56,2.25,2.76,4.68,3.08,-1,-1,-1,-1,
5332.541848N,00255.868848W,21.29,11:17:39.88,-0.32,2.56,2.27,2.76,4.69,3.1,-1,-1,-1,-1,
5332.542639N,00255.868429W,21.03,11:17:40.33,0.72,2.54,1.99,2.76,4.66,3.11,0,58.41,2.6,25.2,
5332.542639N,00255.868429W,21.03,11:17:40.86,0.01,2.56,2.44,2.75,4.79,3.09,-1,-1,-1,-1,
5332.543539N,00255.868077W,20.87,11:17:41.38,-0.22,2.56,2.23,2.75,4.9,3.1,-1,-1,-1,-1,
5332.543539N,00255.868077W,20.87,11:17:41.83,0.02,2.56,2.31,2.75,4.77,3.08,-1,-1,-1,-1,
5332.544421N,00255.867816W,20.97,11:17:42.36,-0.11,2.55,2.21,2.76,4.89,3.1,-1,-1,-1,-1,
5332.544421N,00255.867816W,20.97,11:17:42.88,0.2,2.55,2.48,2.75,4.95,3.07,-1,-1,-1,-1,
5332.545235N,00255.867574W,21.13,11:17:43.33,-0.12,2.56,2.44,2.76,5.03,3.1,-1,-1,-1,-1,
5332.545235N,00255.867574W,21.13,11:17:43.85,0.15,2.56,2.53,2.76,5,3.08,-1,-1,-1,-1,
5332.546067N,00255.867216W,21.21,11:17:44.38,0.33,2.53,2.73,2.74,5.25,3.07,-1,-1,-1,-1,
5332.546067N,00255.867216W,21.21,11:17:44.83,0.36,2.54,2.61,2.74,5.26,3.08,-1,-1,-1,-1,
5332.546817N,00255.866668W,21.17,11:17:45.36,0.38,2.53,2.82,2.75,5.38,3.08,-1,-1,-1,-1,
5332.546817N,00255.866668W,21.17,11:17:45.88,0.06,2.56,2.54,2.75,5.3,3.06,-1,-1,-1,-1,
5332.547551N,00255.866174W,21.23,11:17:46.33,0.17,2.56,2.65,2.75,5.3,3.08,-1,-1,-1,-1,
5332.547551N,00255.866174W,21.23,11:17:46.85,0.04,2.55,2.39,2.76,5.18,3.07,-1,-1,-1,-1,
5332.548294N,00255.865682W,21.36,11:17:47.38,0.11,2.56,2.64,2.75,5.28,3.06,-1,-1,-1,-1,
5332.548294N,00255.865682W,21.36,11:17:47.83,-0.33,2.58,2.34,2.78,5.13,3.08,-1,-1,-1,-1,
5332.548990N,00255.865182W,21.44,11:17:48.35,-0.17,2.56,2.29,2.76,5.04,3.08,-1,-1,-1,-1,
5332.548990N,00255.865182W,21.44,11:17:48.88,-0.17,2.54,2.35,2.75,5.06,3.06,-1,-1,-1,-1,
5332.549748N,00255.864818W,21.48,11:17:49.33,0.05,2.55,2.16,2.75,5,3.07,-1,-1,-1,-1,
5332.549748N,00255.864818W,21.48,11:17:49.85,-0.31,2.55,2.19,2.76,4.96,3.07,-1,-1,-1,-1,
5332.550578N,00255.864428W,21.36,11:17:50.38,-0.21,2.56,2.1,2.76,4.81,3.09,-1,-1,-1,-1,
5332.550578N,00255.864428W,21.36,11:17:50.83,-0.39,2.56,2.23,2.77,4.84,3.08,-1,-1,-1,-1,
5332.551411N,00255.864042W,21.27,11:17:51.35,-0.09,2.56,2.31,2.77,4.96,3.09,-1,-1,-1,-1,
5332.551411N,00255.864042W,21.27,11:17:51.88,0.34,2.54,2.53,2.77,5.13,3.1,-1,-1,-1,-1,
5332.552213N,00255.863805W,21.06,11:17:52.33,-0.36,2.56,2.3,2.77,5.03,3.09,-1,-1,-1,-1,
5332.552213N,00255.863805W,21.06,11:17:52.85,-0.43,2.6,2.19,2.8,4.86,3.09,-1,-1,-1,-1,
5332.552960N,00255.863558W,21.19,11:17:53.38,-0.43,2.58,2.3,2.8,5.04,3.09,-1,-1,-1,-1,
5332.552960N,00255.863558W,21.19,11:17:53.83,0.04,2.57,2.48,2.77,5.22,3.08,-1,-1,-1,-1,
5332.553791N,00255.863275W,21.15,11:17:54.35,0.03,2.55,2.73,2.76,5.29,3.08,-1,-1,-1,-1,
5332.553791N,00255.863275W,21.15,11:17:54.88,0,2.57,2.44,2.77,5.06,3.08,-1,-1,-1,-1,
5332.554586N,00255.862969W,21.15,11:17:55.33,0.01,2.57,2.57,2.79,4.96,3.09,-1,-1,-1,-1,
5332.554586N,00255.862969W,21.15,11:17:55.85,-0.25,2.58,2.44,2.78,5.19,3.08,-1,-1,-1,-1,
5332.555230N,00255.862445W,21.18,11:17:56.38,-0.25,2.58,2.52,2.79,5.18,3.09,-1,-1,-1,-1,
5332.555230N,00255.862445W,21.18,11:17:56.83,-0.53,2.58,2.41,2.79,5.09,3.09,-1,-1,-1,-1,
5332.555949N,00255.861803W,21.25,11:17:57.35,-0.13,2.58,2.54,2.79,4.88,3.08,-1,-1,-1,-1,
5332.555949N,00255.861803W,21.25,11:17:57.81,-0.16,2.57,2.63,2.78,5.17,3.09,-1,-1,-1,-1,
5332.556685N,00255.861298W,21.16,11:17:58.33,0.03,2.57,2.45,2.78,5.24,3.09,-1,-1,-1,-1,
5332.556685N,00255.861298W,21.16,11:17:58.85,-0.06,2.58,2.76,2.79,5.5,3.1,-1,-1,-1,-1,
5332.557355N,00255.860568W,21.16,11:17:59.31,0,2.56,2.58,2.78,5.48,3.11,-1,-1,-1,-1,
5332.557355N,00255.860568W,21.16,11:17:59.83,-0.13,2.58,2.52,2.8,5.13,3.1,-1,-1,-1,-1,
5332.557792N,00255.859629W,21.22,11:18:00.35,-0.22,2.58,2.49,2.8,5.14,3.11,-1,-1,-1,-1,
5332.557792N,00255.859629W,21.22,11:18:00.81,-0.18,2.58,2.46,2.79,5.07,3.1,-1,-1,-1,-1,
5332.558087N,00255.858416W,21.32,11:18:01.33,-0.35,2.58,2.28,2.8,4.88,3.11,-1,-1,-1,-1,
5332.558087N,00255.858416W,21.32,11:18:01.86,-0.53,2.59,2.22,2.81,4.99,3.11,-1,-1,-1,-1,
5332.558159N,00255.857338W,21.45,11:18:02.31,-0.24,2.59,2.23,2.81,5,3.12,-1,-1,-1,-1,
5332.558159N,00255.857338W,21.45,11:18:02.83,-0.18,2.58,2.28,2.81,5.01,3.11,-1,-1,-1,-1,
5332.557959N,00255.855961W,21.48,11:18:03.36,-0.13,2.58,2.44,2.8,5.01,3.1,-1,-1,-1,-1,
5332.557959N,00255.855961W,21.48,11:18:03.81,-0.11,2.57,2.59,2.79,5.2,3.08,-1,-1,-1,-1,
5332.557708N,00255.854799W,21.26,11:18:04.33,-0.31,2.59,2.41,2.81,4.97,3.1,-1,-1,-1,-1,
5332.557708N,00255.854799W,21.26,11:18:04.86,-0.34,2.58,2.25,2.79,5.36,3.11,-1,-1,-1,-1,
5332.557608N,00255.853590W,20.98,11:18:05.30,0.26,2.54,2.9,2.78,5.54,3.09,-1,-1,-1,-1,
5332.557608N,00255.853590W,20.98,11:18:05.83,0.14,2.57,2.98,2.77,5.69,3.07,-1,-1,-1,-1,
5332.557352N,00255.852226W,21.07,11:18:06.36,-0.08,2.58,2.79,2.78,5.67,3.1,-1,-1,-1,-1,
5332.557352N,00255.852226W,21.07,11:18:06.80,-0.24,2.57,2.76,2.79,5.38,3.09,-1,-1,-1,-1,
