Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.471713N,00255.760720W,25.45,10:45:49.92,-0.64,2.48,2.54,2.6,5.62,3.03,-1,-1,-1,-1,
5332.471236N,00255.759477W,25.44,10:45:50.44,-0.49,2.5,2.72,2.61,5.81,3.04,-1,-1,-1,-1,
5332.471236N,00255.759477W,25.44,10:45:50.89,-0.63,2.49,2.78,2.6,5.83,3.04,-1,-1,-1,-1,
5332.470797N,00255.758128W,25.42,10:45:51.42,1.42,2.44,2.23,2.62,6.18,3.03,0.1,68.29,2.5,19.3,
5332.470797N,00255.758128W,25.42,10:45:51.87,-0.15,2.47,3.21,2.58,6.53,2.98,-1,-1,-1,-1,
5332.470387N,00255.756828W,25.29,10:45:52.39,0.01,2.47,3.26,2.55,6.75,2.98,-1,-1,-1,-1,
5332.470387N,00255.756828W,25.29,10:45:52.92,-0.2,2.48,3.25,2.59,6.37,2.98,-1,-1,-1,-1,
5332.469903N,00255.755557W,25.26,10:45:53.37,-0.37,2.5,3.18,2.59,6.33,3.04,-1,-1,-1,-1,
5332.469903N,00255.755557W,25.26,10:45:53.89,0.11,2.47,3.01,2.59,6.34,3.01,-1,-1,-1,-1,
5332.469409N,00255.754445W,25.25,10:45:54.42,-0.03,2.44,3.17,2.59,6.42,3.04,-1,-1,-1,-1,
5332.469409N,00255.754445W,25.25,10:45:54.87,-0.53,2.53,3.01,2.64,6.35,3.06,-1,-1,-1,-1,
5332.469143N,00255.753196W,25.31,10:45:55.39,-0.6,2.51,2.94,2.62,6.57,3.04,-1,-1,-1,-1,
5332.469143N,00255.753196W,25.31,10:45:55.92,-0.47,2.51,3.04,2.62,6.42,3.04,-1,-1,-1,-1,
5332.468907N,00255.751858W,25.31,10:45:56.36,-0.36,2.51,2.92,2.63,6.26,3.07,-1,-1,-1,-1,
5332.468907N,00255.751858W,25.31,10:45:56.89,-0.53,2.52,2.94,2.63,6.34,3.06,-1,-1,-1,-1,
5332.468602N,00255.750509W,25.16,10:45:57.41,-0.87,2.52,2.71,2.64,6.15,3.07,-1,-1,-1,-1,
5332.468602N,00255.750509W,25.16,10:45:57.87,-0.73,2.53,2.58,2.65,5.87,3.06,-1,-1,-1,-1,
5332.468330N,00255.749204W,25.21,10:45:58.39,-0.75,2.52,2.84,2.63,6.19,3.05,-1,-1,-1,-1,
5332.468330N,00255.749204W,25.21,10:45:58.91,-0.42,2.5,2.92,2.62,6.22,3.07,-1,-1,-1,-1,
5332.468143N,00255.747954W,25.2,10:45:59.37,-0.4,2.51,2.98,2.65,6.26,3.12,-1,-1,-1,-1,
5332.468143N,00255.747954W,25.2,10:45:59.89,-0.74,2.52,2.69,2.64,6.12,3.03,-1,-1,-1,-1,
5332.467907N,00255.746764W,25.28,10:46:00.41,-0.69,2.51,2.84,2.64,6.12,3.07,-1,-1,-1,-1,
5332.467907N,00255.746764W,25.28,10:46:00.87,-0.5,2.5,2.9,2.63,6.34,3.05,-1,-1,-1,-1,
5332.467839N,00255.745327W,25.43,10:46:01.39,0.11,2.5,3.03,2.62,6.36,3.05,-1,-1,-1,-1,
5332.467839N,00255.745327W,25.43,10:46:01.91,-0.54,2.51,2.9,2.62,6.28,3.04,-1,-1,-1,-1,
5332.467777N,00255.743906W,25.4,10:46:02.37,-0.56,2.52,2.91,2.62,6.39,3.05,-1,-1,-1,-1,
5332.467777N,00255.743906W,25.4,10:46:02.89,-0.66,2.52,2.81,2.64,6.39,3.07,-1,-1,-1,-1,
5332.467689N,00255.742500W,25.26,10:46:03.42,-0.29,2.5,3.36,2.64,6.8,3.07,-1,-1,-1,-1,
5332.467689N,00255.742500W,25.26,10:46:03.87,-0.07,2.51,3.54,2.63,7.08,3.06,-1,-1,-1,-1,
5332.467604N,00255.741035W,25.25,10:46:04.39,0.17,2.49,3.9,2.6,7.61,3.05,-1,-1,-1,-1,
5332.467604N,00255.741035W,25.25,10:46:04.92,-0.08,2.51,3.77,2.62,7.3,3.05,-1,-1,-1,-1,
5332.467572N,00255.739685W,25.1,10:46:05.37,-0.05,2.5,3.79,2.6,7.26,3.05,-1,-1,-1,-1,
5332.467572N,00255.739685W,25.1,10:46:05.89,0.59,2.49,3.82,2.61,7.41,3.04,-1,-1,-1,-1,
5332.467692N,00255.738413W,25,10:46:06.41,-0.03,2.5,3.73,2.6,7.38,3.04,-1,-1,-1,-1,
5332.467692N,00255.738413W,25,10:46:06.86,0.21,2.5,3.8,2.61,7.17,3.05,-1,-1,-1,-1,
5332.467851N,00255.737029W,24.96,10:46:07.39,-0.01,2.51,3.73,2.61,7.24,3.04,-1,-1,-1,-1,
5332.467851N,00255.737029W,24.96,10:46:07.92,-0.09,2.52,3.65,2.62,7.38,3.04,-1,-1,-1,-1,
5332.467954N,00255.735693W,24.8,10:46:08.37,-0.46,2.51,3.61,2.62,7.19,3.04,-1,-1,-1,-1,
5332.467954N,00255.735693W,24.8,10:46:08.89,0.13,2.51,4.02,2.61,7.58,3.04,-1,-1,-1,-1,
5332.468208N,00255.734479W,24.62,10:46:09.42,0.53,2.49,4.04,2.61,7.4,3.06,-1,-1,-1,-1,
5332.468208N,00255.734479W,24.62,10:46:09.87,0.04,2.51,3.79,2.63,7.43,3.07,-1,-1,-1,-1,
5332.468708N,00255.733393W,24.78,10:46:10.39,-0.4,2.53,3.54,2.65,7.13,3.07,-1,-1,-1,-1,
5332.468708N,00255.733393W,24.78,10:46:10.92,-0.24,2.52,3.57,2.63,7.3,3.04,-1,-1,-1,-1,
5332.469290N,00255.732752W,24.9,10:46:11.36,-0.05,2.53,3.79,2.63,7.52,3.04,-1,-1,-1,-1,
5332.469290N,00255.732752W,24.9,10:46:11.89,-0.17,2.51,3.71,2.62,7.13,3.06,-1,-1,-1,-1,
5332.469969N,00255.732334W,24.85,10:46:12.42,-0.26,2.53,3.47,2.65,7.19,3.07,-1,-1,-1,-1,
5332.469969N,00255.732334W,24.85,10:46:12.87,-0.54,2.53,3.26,2.65,7.03,3.05,-1,-1,-1,-1,
5332.470479N,00255.732449W,24.94,10:46:13.39,-0.26,2.53,3.66,2.63,7.15,3.05,-1,-1,-1,-1,
5332.470479N,00255.732449W,24.94,10:46:13.92,-0.2,2.52,3.62,2.62,7.24,3.03,-1,-1,-1,-1,
5332.470906N,00255.733294W,24.78,10:46:14.37,-0.6,2.52,3.31,2.63,7.08,3.06,-1,-1,-1,-1,
5332.470906N,00255.733294W,24.78,10:46:14.89,-0.33,2.53,3.61,2.63,7.19,3.05,-1,-1,-1,-1,
5332.471287N,00255.734388W,24.63,10:46:15.42,-0.54,2.53,3.36,2.63,6.94,3.04,-1,-1,-1,-1,
5332.471287N,00255.734388W,24.63,10:46:15.87,-0.35,2.52,3.46,2.61,6.73,3.05,-1,-1,-1,-1,
5332.471889N,00255.735237W,24.58,10:46:16.39,-0.51,2.52,3.31,2.61,6.87,3.05,-1,-1,-1,-1,
5332.471889N,00255.735237W,24.58,10:46:16.91,-0.16,2.51,3.46,2.6,6.98,3.03,-1,-1,-1,-1,
5332.472641N,00255.735675W,24.55,10:46:17.37,-0.66,2.51,3.34,2.6,7.13,3.03,-1,-1,-1,-1,
5332.472641N,00255.735675W,24.55,10:46:17.89,-0.25,2.52,3.47,2.63,7.27,3.04,-1,-1,-1,-1,
5332.473376N,00255.736319W,24.64,10:46:18.42,-0.6,2.52,3.65,2.59,7.33,2.98,-1,-1,-1,-1,
5332.473376N,00255.736319W,24.64,10:46:18.87,3.73,2.45,4.83,2.52,7.32,2.98,2.25,70.97,2.6,7.2,
5332.474010N,00255.737254W,24.54,10:46:19.39,-0.12,2.52,3.6,2.62,7.07,3.05,-1,-1,-1,-1,
5332.474010N,00255.737254W,24.54,10:46:19.91,-0.26,2.51,3.49,2.62,7.01,3.04,-1,-1,-1,-1,
5332.474566N,00255.738318W,24.6,10:46:20.36,2.02,2.49,3.42,2.62,7,3.03,0.23,63.7,2.1,8.9,
5332.474566N,00255.738318W,24.6,10:46:20.89,-0.63,2.49,3.55,2.59,7.18,3.04,-1,-1,-1,-1,
5332.475097N,00255.739360W,24.55,10:46:21.41,-0.12,2.52,3.55,2.62,7.13,3.05,-1,-1,-1,-1,
5332.475097N,00255.739360W,24.55,10:46:21.87,-0.29,2.52,3.47,2.63,7.25,3.03,-1,-1,-1,-1,
5332.475539N,00255.740523W,24.55,10:46:22.39,0,2.5,3.78,2.59,7.32,3.02,-1,-1,-1,-1,
5332.475539N,00255.740523W,24.55,10:46:22.84,0.2,2.5,3.87,2.6,7.43,3.02,-1,-1,-1,-1,
5332.475940N,00255.741747W,24.54,10:46:23.37,-0.22,2.52,3.7,2.62,7.51,3.03,-1,-1,-1,-1,
5332.475940N,00255.741747W,24.54,10:46:23.89,-0.08,2.5,3.91,2.59,7.77,3.04,-1,-1,-1,-1,
5332.476349N,00255.743007W,24.47,10:46:24.42,0.05,2.5,4.05,2.6,7.86,3.03,-1,-1,-1,-1,
5332.476349N,00255.743007W,24.47,10:46:24.86,-0.02,2.51,3.99,2.6,7.8,3.02,-1,-1,-1,-1,
5332.476791N,00255.744170W,24.53,10:46:25.39,0.03,2.51,4.02,2.6,7.79,3.02,-1,-1,-1,-1,
5332.476791N,00255.744170W,24.53,10:46:25.84,-0.61,2.53,3.52,2.64,7.19,3.04,-1,-1,-1,-1,
5332.477288N,00255.745333W,24.68,10:46:26.36,-0.43,2.53,3.56,2.63,7.39,3.02,-1,-1,-1,-1,
5332.477288N,00255.745333W,24.68,10:46:26.89,-0.62,2.52,3.65,2.61,7.36,3,-1,-1,-1,-1,
5332.477815N,00255.746539W,24.79,10:46:27.34,0.25,2.48,3.6,2.59,7.23,3.04,-1,-1,-1,-1,
5332.477815N,00255.746539W,24.79,10:46:27.86,0.04,2.54,3.57,2.64,6.98,3.06,-1,-1,-1,-1,
5332.478216N,00255.747830W,24.78,10:46:28.39,-0.76,2.54,3.11,2.66,6.89,3.07,-1,-1,-1,-1,
5332.478216N,00255.747830W,24.78,10:46:28.84,-0.48,2.53,3.41,2.64,7.01,3.05,-1,-1,-1,-1,
5332.478590N,00255.749116W,24.74,10:46:29.36,-0.41,2.52,3.44,2.63,6.98,3.05,-1,-1,-1,-1,
5332.478590N,00255.749116W,24.74,10:46:29.89,-0.19,2.51,3.57,2.61,7.15,3.05,-1,-1,-1,-1,
5332.478984N,00255.750512W,24.61,10:46:30.34,-0.21,2.5,3.62,2.6,7.22,3.02,-1,-1,-1,-1,
5332.478984N,00255.750512W,24.61,10:46:30.86,-0.37,2.51,3.59,2.59,7.04,3.03,-1,-1,-1,-1,
5332.479287N,00255.751893W,24.61,10:46:31.39,-0.42,2.52,3.27,2.62,6.84,3.03,-1,-1,-1,-1,
5332.479287N,00255.751893W,24.61,10:46:31.84,-0.57,2.53,3.18,2.64,6.87,3.03,-1,-1,-1,-1,
5332.479503N,00255.753181W,24.76,10:46:32.36,-0.33,2.52,3.53,2.6,7.29,3.02,-1,-1,-1,-1,
5332.479503N,00255.753181W,24.76,10:46:32.89,-0.38,2.52,3.38,2.62,6.84,3.02,-1,-1,-1,-1,
5332.479789N,00255.754589W,24.69,10:46:33.34,-0.79,2.52,3.31,2.62,6.91,3.04,-1,-1,-1,-1,
5332.479789N,00255.754589W,24.69,10:46:33.87,-0.25,2.52,3.3,2.62,7.02,3.03,-1,-1,-1,-1,
5332.480080N,00255.755985W,24.75,10:46:34.39,-0.48,2.51,3.4,2.61,6.85,3.04,-1,-1,-1,-1,
5332.480080N,00255.755985W,24.75,10:46:34.84,-0.13,2.5,3.46,2.6,6.95,3.01,-1,-1,-1,-1,
5332.480356N,00255.757363W,24.75,10:46:35.36,-0.2,2.5,3.43,2.6,6.7,3.03,-1,-1,-1,-1,
5332.480356N,00255.757363W,24.75,10:46:35.89,-0.42,2.51,3.11,2.62,6.33,3.04,-1,-1,-1,-1,
5332.480630N,00255.758817W,24.74,10:46:36.34,-0.52,2.53,3.12,2.62,6.46,3.02,-1,-1,-1,-1,
5332.480630N,00255.758817W,24.74,10:46:36.86,-0.53,2.51,2.81,2.61,6.22,3.03,-1,-1,-1,-1,
5332.480966N,00255.760296W,24.75,10:46:37.39,-0.61,2.52,2.81,2.62,5.94,3.04,-1,-1,-1,-1,
5332.480966N,00255.760296W,24.75,10:46:37.84,-0.57,2.51,2.67,2.61,5.97,3.02,-1,-1,-1,-1,
5332.481252N,00255.761706W,24.76,10:46:38.36,-0.6,2.52,2.78,2.61,5.94,3.03,-1,-1,-1,-1,
5332.481252N,00255.761706W,24.76,10:46:38.89,-0.63,2.5,2.55,2.61,5.62,3.04,-1,-1,-1,-1,
5332.481615N,00255.763036W,24.75,10:46:39.34,-0.93,2.52,2.53,2.62,5.54,3.04,-1,-1,-1,-1,
5332.481615N,00255.763036W,24.75,10:46:39.87,-1.71,2.53,2.16,2.64,5.31,3.04,-1,-1,-1,-1,
5332.481972N,00255.764186W,24.93,10:46:40.39,-0.96,2.53,2.37,2.63,5.47,3.03,-1,-1,-1,-1,
5332.481972N,00255.764186W,24.93,10:46:40.84,-1.09,2.52,2.04,2.64,5.12,3.06,-1,-1,-1,-1,
5332.482327N,00255.765551W,24.93,10:46:41.36,-0.91,2.52,2.23,2.63,5.24,3.04,-1,-1,-1,-1,
5332.482327N,00255.765551W,24.93,10:46:41.89,-0.86,2.5,2.26,2.61,5.17,3.05,-1,-1,-1,-1,
5332.482631N,00255.767009W,24.89,10:46:42.34,-1,2.51,2.07,2.62,4.95,3.05,-1,-1,-1,-1,
5332.482631N,00255.767009W,24.89,10:46:42.87,-1.01,2.5,2.03,2.61,4.92,3.01,-1,-1,-1,-1,
5332.483024N,00255.768446W,24.85,10:46:43.39,-0.87,2.5,2.09,2.6,4.93,3.03,-1,-1,-1,-1,
5332.483024N,00255.768446W,24.85,10:46:43.84,-0.91,2.5,2.31,2.62,5.46,3.1,-1,-1,-1,-1,
5332.483390N,00255.769907W,24.97,10:46:44.37,-0.95,2.49,1.78,2.61,4.54,3.04,-1,-1,-1,-1,
5332.483390N,00255.769907W,24.97,10:46:44.89,-0.45,2.49,1.87,2.61,4.53,3.05,-1,-1,-1,-1,
5332.483827N,00255.771301W,25.02,10:46:45.34,-1.12,2.51,1.63,2.62,4.34,3.06,-1,-1,-1,-1,
5332.483827N,00255.771301W,25.02,10:46:45.87,-1.28,2.51,1.58,2.62,4.32,3.06,-1,-1,-1,-1,
5332.484174N,00255.772729W,24.98,10:46:46.39,-1.36,2.52,1.42,2.61,4.35,3.03,-1,-1,-1,-1,
5332.484174N,00255.772729W,24.98,10:46:46.84,-1.08,2.5,1.67,2.6,4.49,3.03,-1,-1,-1,-1,
5332.484559N,00255.774088W,25.08,10:46:47.37,-0.23,2.5,2.42,2.59,4.42,3.02,-1,-1,-1,-1,
5332.484559N,00255.774088W,25.08,10:46:47.89,-0.26,2.5,1.82,2.6,4.44,3.05,-1,-1,-1,-1,
5332.484991N,00255.775388W,24.99,10:46:48.34,-0.83,2.48,1.66,2.6,4.4,3.05,-1,-1,-1,-1,
5332.484991N,00255.775388W,24.99,10:46:48.87,-1.03,2.49,1.58,2.59,4.32,3.03,-1,-1,-1,-1,
5332.485401N,00255.776700W,24.97,10:46:49.39,-1.24,2.5,1.72,2.59,4.43,3.01,-1,-1,-1,-1,
5332.485401N,00255.776700W,24.97,10:46:49.84,-0.82,2.48,1.82,2.57,4.33,3.01,-1,-1,-1,-1,
5332.485819N,00255.777992W,24.91,10:46:50.36,-0.84,2.46,1.65,2.56,4.34,3.02,-1,-1,-1,-1,
5332.485819N,00255.777992W,24.91,10:46:50.89,-1.27,2.51,1.47,2.63,4.11,3.05,-1,-1,-1,-1,
5332.486266N,00255.779257W,25,10:46:51.34,-1.45,2.51,1.35,2.6,4.07,3.02,-1,-1,-1,-1,
5332.486266N,00255.779257W,25,10:46:51.86,-1.07,2.48,1.57,2.59,4.25,3.04,-1,-1,-1,-1,
5332.486593N,00255.780670W,25.15,10:46:52.39,-1.16,2.49,1.53,2.6,4.1,3.03,-1,-1,-1,-1,
5332.486593N,00255.780670W,25.15,10:46:52.84,-1.08,2.51,1.19,2.63,3.94,3.02,-1,-1,-1,-1,
5332.486942N,00255.782016W,25.14,10:46:53.36,-1.43,2.51,1.23,2.61,4,3.01,-1,-1,-1,-1,
5332.486942N,00255.782016W,25.14,10:46:53.89,-1.27,2.49,1.31,2.59,4.24,3.03,-1,-1,-1,-1,
5332.487242N,00255.783302W,25.01,10:46:54.34,-1.53,2.54,1.3,2.64,4.06,3.05,-1,-1,-1,-1,
5332.487242N,00255.783302W,25.01,10:46:54.86,-1.51,2.53,1.31,2.64,4.01,3.05,-1,-1,-1,-1,
5332.487606N,00255.784582W,24.97,10:46:55.39,-0.95,2.49,1.47,2.61,4.05,3.07,-1,-1,-1,-1,
5332.487606N,00255.784582W,24.97,10:46:55.84,-1.28,2.5,1.39,2.62,4.05,3.04,-1,-1,-1,-1,
5332.487998N,00255.785916W,24.89,10:46:56.36,-1.41,2.51,1.36,2.61,4.11,3.04,-1,-1,-1,-1,
5332.487998N,00255.785916W,24.89,10:46:56.89,-1.38,2.52,1.22,2.62,4.09,3.02,-1,-1,-1,-1,
5332.488283N,00255.787199W,24.97,10:46:57.34,-1.33,2.5,1.34,2.62,3.97,3.06,-1,-1,-1,-1,
5332.488283N,00255.787199W,24.97,10:46:57.86,-1.66,2.53,1.19,2.65,3.79,3.06,-1,-1,-1,-1,
5332.488657N,00255.788547W,24.96,10:46:58.39,-1.51,2.52,1.23,2.62,3.94,3.06,-1,-1,-1,-1,
5332.488657N,00255.788547W,24.96,10:46:58.84,-1.52,2.52,1.11,2.63,3.84,3.04,-1,-1,-1,-1,
5332.488893N,00255.789885W,24.96,10:46:59.36,-1.52,2.53,1.11,2.64,3.85,3.05,-1,-1,-1,-1,
5332.488893N,00255.789885W,24.96,10:46:59.82,-1.52,2.53,1.12,2.64,3.85,3.05,-1,-1,-1,-1,
5332.489136N,00255.791211W,24.96,10:47:00.34,-1.62,2.53,1.08,2.64,3.81,3.06,-1,-1,-1,-1,
5332.489136N,00255.791211W,24.96,10:47:00.87,-1.64,2.52,1.21,2.63,3.83,3.04,-1,-1,-1,-1,
5332.489298N,00255.792635W,25,10:47:01.31,-1.21,2.5,1.19,2.62,3.89,3.05,-1,-1,-1,-1,
5332.489298N,00255.792635W,25,10:47:01.84,-1.28,2.51,1.32,2.62,3.91,3.06,-1,-1,-1,-1,
5332.489432N,00255.794139W,25.03,10:47:02.37,-1.44,2.51,1.14,2.62,3.87,3.05,-1,-1,-1,-1,
5332.489432N,00255.794139W,25.03,10:47:02.82,-1.23,2.51,1.23,2.62,3.87,3.05,-1,-1,-1,-1,
5332.489669N,00255.795594W,25.15,10:47:03.34,-1.22,2.49,1.2,2.61,3.96,3.04,-1,-1,-1,-1,
5332.489669N,00255.795594W,25.15,10:47:03.87,-1.28,2.5,1.34,2.62,3.89,3.06,-1,-1,-1,-1,
5332.489892N,00255.797084W,25.13,10:47:04.32,-1.58,2.54,0.95,2.66,3.64,3.06,-1,-1,-1,-1,
5332.489892N,00255.797084W,25.13,10:47:04.84,-1.6,2.53,1.16,2.65,3.72,3.06,-1,-1,-1,-1,
5332.490146N,00255.798363W,25.15,10:47:05.37,-1.75,2.51,0.93,2.63,3.81,3.06,-1,-1,-1,-1,
5332.490146N,00255.798363W,25.15,10:47:05.81,-1.55,2.52,1.13,2.64,3.83,3.06,-1,-1,-1,-1,
5332.490411N,00255.799913W,25.2,10:47:06.34,-1.48,2.51,1.13,2.64,3.87,3.06,-1,-1,-1,-1,
5332.490411N,00255.799913W,25.2,10:47:06.87,-1.31,2.49,1.2,2.62,3.71,3.07,-1,-1,-1,-1,
5332.490634N,00255.801457W,25.3,10:47:07.32,-1.32,2.52,1.15,2.64,3.71,3.06,-1,-1,-1,-1,
5332.490634N,00255.801457W,25.3,10:47:07.84,-1.67,2.53,0.91,2.65,3.75,3.06,-1,-1,-1,-1,
5332.490868N,00255.802800W,25.32,10:47:08.37,-1.56,2.52,1.15,2.64,3.66,3.06,-1,-1,-1,-1,
5332.490868N,00255.802800W,25.32,10:47:08.81,-1.48,2.5,0.97,2.64,3.61,3.06,-1,-1,-1,-1,
5332.491157N,00255.804264W,25.3,10:47:09.34,-1.67,2.52,1.11,2.66,3.76,3.07,-1,-1,-1,-1,
5332.491157N,00255.804264W,25.3,10:47:09.87,-1.51,2.52,1.08,2.65,3.7,3.08,-1,-1,-1,-1,
5332.491465N,00255.805670W,25.27,10:47:10.32,-1.42,2.5,1.07,2.65,3.8,3.09,-1,-1,-1,-1,
5332.491465N,00255.805670W,25.27,10:47:10.84,-1.49,2.51,1.21,2.64,3.83,3.07,-1,-1,-1,-1,
5332.491811N,00255.807088W,25.14,10:47:11.36,-1.28,2.49,1.34,2.63,4.04,3.04,-1,-1,-1,-1,
5332.491811N,00255.807088W,25.14,10:47:11.81,-1.14,2.51,2.21,2.59,4.22,3,-1,-1,-1,-1,
5332.492075N,00255.808523W,25.11,10:47:12.34,2.68,2.47,2.68,2.56,4.11,3.03,1.85,14.45,1.7,11,
5332.492075N,00255.808523W,25.11,10:47:12.86,-1.43,2.51,1.08,2.66,3.71,3.1,-1,-1,-1,-1,
5332.492323N,00255.809972W,25.01,10:47:13.31,-1.51,2.51,1.23,2.66,3.82,3.08,-1,-1,-1,-1,
5332.492323N,00255.809972W,25.01,10:47:13.84,-1.66,2.54,1,2.67,3.79,3.08,-1,-1,-1,-1,
5332.492628N,00255.811291W,25.16,10:47:14.37,-1.57,2.52,1.04,2.65,3.85,3.06,-1,-1,-1,-1,
5332.492628N,00255.811291W,25.16,10:47:14.82,-1.61,2.53,0.98,2.66,3.74,3.07,-1,-1,-1,-1,
5332.492906N,00255.812649W,25,10:47:15.34,-1.58,2.52,1.01,2.65,3.72,3.07,-1,-1,-1,-1,
5332.492906N,00255.812649W,25,10:47:15.87,-1.67,2.53,1.08,2.68,3.73,3.09,-1,-1,-1,-1,
5332.493043N,00255.814037W,24.86,10:47:16.32,-1.54,2.52,1,2.67,3.72,3.1,-1,-1,-1,-1,
5332.493043N,00255.814037W,24.86,10:47:16.84,-1.36,2.52,1.29,2.65,3.96,3.09,-1,-1,-1,-1,
5332.493198N,00255.815269W,24.81,10:47:17.37,-1.41,2.52,1.18,2.67,3.97,3.09,-1,-1,-1,-1,
5332.493198N,00255.815269W,24.81,10:47:17.81,-1.52,2.52,1.19,2.66,3.81,3.09,-1,-1,-1,-1,
5332.493462N,00255.816593W,24.88,10:47:18.34,-1.15,2.48,1.37,2.64,4.1,3.09,-1,-1,-1,-1,
5332.493462N,00255.816593W,24.88,10:47:18.86,-0.96,2.47,1.42,2.63,4.13,3.1,-1,-1,-1,-1,
5332.493804N,00255.817940W,25,10:47:19.32,-1.34,2.5,1,2.64,3.8,3.09,-1,-1,-1,-1,
5332.493804N,00255.817940W,25,10:47:19.84,-1.18,2.5,1.52,2.64,4.14,3.07,-1,-1,-1,-1,
5332.494349N,00255.819136W,24.98,10:47:20.36,3.84,2.45,2.48,2.58,4.3,3.03,3.15,6.45,1.6,20.6,
5332.494349N,00255.819136W,24.98,10:47:20.81,-1.12,2.5,1.3,2.64,3.88,3.07,-1,-1,-1,-1,
5332.494887N,00255.820290W,24.98,10:47:21.34,-1.41,2.5,1.14,2.64,4.02,3.09,-1,-1,-1,-1,
5332.494887N,00255.820290W,24.98,10:47:21.86,-1.34,2.5,1.32,2.66,4.1,3.07,-1,-1,-1,-1,
5332.495275N,00255.821521W,24.96,10:47:22.32,-1.39,2.51,1.33,2.65,4.26,3.09,-1,-1,-1,-1,
5332.495275N,00255.821521W,24.96,10:47:22.84,-1.53,2.54,1.33,2.67,4.11,3.08,-1,-1,-1,-1,
5332.495679N,00255.822936W,24.85,10:47:23.36,-1.44,2.52,1.43,2.65,4.33,3.08,-1,-1,-1,-1,
5332.495679N,00255.822936W,24.85,10:47:23.82,-1.37,2.53,1.48,2.65,4.43,3.07,-1,-1,-1,-1,
5332.496065N,00255.824343W,24.96,10:47:24.34,-1.41,2.52,1.49,2.65,4.35,3.07,-1,-1,-1,-1,
5332.496065N,00255.824343W,24.96,10:47:24.86,-1.3,2.52,1.47,2.63,4.6,3.06,-1,-1,-1,-1,
5332.496397N,00255.825723W,24.87,10:47:25.32,-1.43,2.53,1.5,2.66,4.65,3.06,-1,-1,-1,-1,
5332.496397N,00255.825723W,24.87,10:47:25.84,-1.36,2.53,1.64,2.64,4.81,3.05,-1,-1,-1,-1,
5332.496950N,00255.826976W,24.77,10:47:26.36,-1.1,2.51,1.87,2.63,4.91,3.05,-1,-1,-1,-1,
5332.496950N,00255.826976W,24.77,10:47:26.82,-1.21,2.52,1.89,2.65,5.08,3.05,-1,-1,-1,-1,
5332.497388N,00255.828225W,24.7,10:47:27.34,-0.88,2.5,2.3,2.61,5.31,3.03,-1,-1,-1,-1,
5332.497388N,00255.828225W,24.7,10:47:27.87,-0.74,2.49,2.23,2.62,5.27,3.04,-1,-1,-1,-1,
5332.497806N,00255.829515W,24.73,10:47:28.31,-0.99,2.52,2.21,2.64,5.31,3.06,-1,-1,-1,-1,
5332.497806N,00255.829515W,24.73,10:47:28.84,-0.92,2.5,2.32,2.61,5.5,3.02,-1,-1,-1,-1,
5332.498247N,00255.830886W,24.71,10:47:29.29,-1.21,2.53,2.25,2.64,5.34,3.02,-1,-1,-1,-1,
5332.498247N,00255.830886W,24.71,10:47:29.81,-1.01,2.51,2.15,2.62,5.17,3.04,-1,-1,-1,-1,
5332.498724N,00255.832178W,24.6,10:47:30.34,-1.09,2.52,2.04,2.65,5.04,3.06,-1,-1,-1,-1,
5332.498724N,00255.832178W,24.6,10:47:30.79,-1.26,2.53,1.91,2.64,5.14,3.05,-1,-1,-1,-1,
5332.499128N,00255.833509W,24.59,10:47:31.31,-1.03,2.52,2.14,2.64,5.29,3.04,-1,-1,-1,-1,
5332.499128N,00255.833509W,24.59,10:47:31.84,-0.98,2.52,2.22,2.64,5.28,3.06,-1,-1,-1,-1,
5332.499622N,00255.834778W,24.52,10:47:32.29,-0.7,2.52,2.6,2.63,5.69,3.08,-1,-1,-1,-1,
5332.499622N,00255.834778W,24.52,10:47:32.81,-0.72,2.51,2.66,2.64,5.99,3.05,-1,-1,-1,-1,
5332.499991N,00255.836179W,24.31,10:47:33.34,-0.7,2.52,2.61,2.62,6.03,3.04,-1,-1,-1,-1,
5332.499991N,00255.836179W,24.31,10:47:33.79,-0.6,2.52,2.33,2.66,5.74,3.07,-1,-1,-1,-1,
5332.500340N,00255.837511W,24.33,10:47:34.31,-0.17,2.51,3.2,2.6,6.05,3.01,-1,-1,-1,-1,
5332.500340N,00255.837511W,24.33,10:47:34.84,-0.51,2.52,2.75,2.62,5.93,3.05,-1,-1,-1,-1,
5332.500737N,00255.838785W,24.37,10:47:35.29,-0.69,2.52,2.55,2.64,5.91,3.05,-1,-1,-1,-1,
5332.500737N,00255.838785W,24.37,10:47:35.81,-0.4,2.49,2.7,2.62,5.79,3.04,-1,-1,-1,-1,
5332.501120N,00255.840179W,24.23,10:47:36.34,-0.33,2.48,2.55,2.61,5.63,3.05,-1,-1,-1,-1,
5332.501120N,00255.840179W,24.23,10:47:36.79,-0.88,2.53,2.48,2.64,5.86,3.05,-1,-1,-1,-1,
5332.501562N,00255.841453W,24.35,10:47:37.32,-0.28,2.51,2.76,2.62,6,3.04,-1,-1,-1,-1,
5332.501562N,00255.841453W,24.35,10:47:37.84,-0.15,2.49,2.73,2.61,5.97,3.05,-1,-1,-1,-1,
