    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   34   35        44   45       -0.24599        112.154        104.754         0.36037E+01    0.36037E+01    0
   34   35        45   46       -0.13789        131.309        125.710         0.31648E+01    0.31648E+01    0
   35   36        37   38       -1.82570         71.185         69.853         0.96668E+02    0.96668E+02    0
   35   36        38   39        0.00979         68.022         68.032         0.66985E+02    0.66985E+02    0
   35   36        39   40       -0.30668         75.186         74.566         0.37049E+02    0.37049E+02    0
   35   36        40   41       -0.23802         84.311         83.396         0.21825E+02    0.21825E+02    0
   35   36        41   42       -0.35569         91.514         89.175         0.13740E+02    0.13740E+02    0
   35   36        42   43       -0.36269        105.374        101.596         0.99332E+01    0.99332E+01    0
   35   36        43   44       -0.19105        107.970        104.980         0.68032E+01    0.68032E+01    0
   35   36        44   45       -0.29384        115.976        109.508         0.51205E+01    0.51205E+01    0
   35   36        45   46       -0.15491        136.974        132.235         0.43998E+01    0.43998E+01    0
   35   36        46   47       -0.14988        137.745        131.664         0.33198E+01    0.33198E+01    0
   36   37        38   39       -1.47103         52.466         51.631         0.94111E+02    0.91685E+02    1
   36   37        39   40       -0.45403         52.299         51.885         0.56995E+02    0.56995E+02    0
   36   37        40   41       -0.21133         60.364         59.947         0.30498E+02    0.30498E+02    0
   36   37        41   42       -0.38865         67.631         66.158         0.17658E+02    0.17658E+02    0
   36   37        42   43       -0.40502         79.676         77.029         0.11990E+02    0.11990E+02    0
   36   37        43   44       -0.19430         82.924         80.892         0.78317E+01    0.78317E+01    0
   36   37        44   45       -0.30453         90.125         85.423         0.56828E+01    0.56828E+01    0
   36   37        45   46       -0.15194        107.470        104.084         0.47459E+01    0.47459E+01    0
   36   37        46   47       -0.15039        108.933        104.352         0.35003E+01    0.35003E+01    0
   36   37        47   48       -0.08960        113.848        110.191         0.27444E+01    0.27444E+01    0
   37   38        39   40       -0.08125         37.274         37.240         0.89238E+02    0.89238E+02    0
   37   38        40   41        0.50397         42.106         42.544         0.48758E+02    0.48758E+02    0
   37   38        41   42       -0.46534         50.322         49.422         0.25793E+02    0.25793E+02    0
   37   38        42   43       -0.56996         61.706         59.567         0.16153E+02    0.16153E+02    0
   37   38        43   44       -0.31528         66.218         64.160         0.99868E+01    0.99868E+01    0
   37   38        44   45       -0.46687         73.817         69.038         0.69760E+01    0.69760E+01    0
   37   38        45   46       -0.27295         89.477         85.252         0.56421E+01    0.56421E+01    0
   37   38        46   47       -0.25064         91.822         86.320         0.40561E+01    0.40561E+01    0
   37   38        47   48       -0.17073         97.009         91.839         0.31176E+01    0.31176E+01    0
   37   38        48   49       -0.13819         89.350         83.798         0.21541E+01    0.21541E+01    0
   38   39        40   41       -0.40292         37.246         37.078         0.89225E+02    0.89225E+02    0
   38   39        41   42        0.49504         41.997         42.427         0.48661E+02    0.48661E+02    0
   38   39        42   43       -0.46862         54.104         53.193         0.27589E+02    0.27589E+02    0
   38   39        43   44       -0.34834         60.392         59.077         0.15818E+02    0.15818E+02    0
   38   39        44   45       -0.54169         68.526         65.025         0.10331E+02    0.10331E+02    0
   38   39        45   46       -0.33362         85.020         81.559         0.80284E+01    0.80284E+01    0
   38   39        46   47       -0.32719         88.526         83.487         0.55823E+01    0.55823E+01    0
   38   39        47   48       -0.22143         94.393         89.511         0.41695E+01    0.41695E+01    0
   38   39        48   49       -0.17990         87.682         82.260         0.28181E+01    0.28181E+01    0
   38   39        49   50       -0.14401         97.133         91.339         0.23417E+01    0.23417E+01    0
   39   40        41   42       -0.78633         35.495         35.180         0.88319E+02    0.88319E+02    0
   39   40        42   43        0.28428         42.596         42.843         0.49188E+02    0.49188E+02    0
   39   40        43   44       -0.01106         49.519         49.497         0.25408E+02    0.25408E+02    0
   39   40        44   45       -0.45671         57.931         56.215         0.15188E+02    0.15188E+02    0
   39   40        45   46       -0.30503         74.069         72.072         0.11157E+02    0.11157E+02    0
   39   40        46   47       -0.35891         78.631         74.923         0.74286E+01    0.74286E+01    0
   39   40        47   48       -0.24331         84.969         81.197         0.53587E+01    0.53587E+01    0
   39   40        48   49       -0.20241         79.777         75.325         0.35247E+01    0.35247E+01    0
   39   40        49   50       -0.17161         89.424         84.240         0.28740E+01    0.28740E+01    0
   39   40        50   51       -0.18119         90.963         83.750         0.21930E+01    0.21930E+01    0
   40   41        42   43       -0.65354         36.152         35.886         0.88671E+02    0.88671E+02    0
   40   41        43   44        0.27566         40.358         40.595         0.47192E+02    0.47192E+02    0
   40   41        44   45       -0.85875         49.735         48.088         0.25512E+02    0.25512E+02    0
   40   41        45   46       -0.51837         65.529         63.575         0.17125E+02    0.17125E+02    0
   40   41        46   47       -0.58451         71.328         67.552         0.10749E+02    0.10749E+02    0
   40   41        47   48       -0.42168         78.701         74.361         0.74351E+01    0.74351E+01    0
   40   41        48   49       -0.34140         75.116         69.895         0.47387E+01    0.47387E+01    0
   40   41        49   50       -0.26219         84.658         78.926         0.37401E+01    0.37401E+01    0
   40   41        50   51       -0.28359         87.439         79.046         0.28103E+01    0.28103E+01    0
   40   41        51   52       -0.24251         96.863         87.308         0.23351E+01    0.23351E+01    0
   41   42        43   44       -0.89236         32.973         32.636         0.86816E+02    0.86816E+02    0
