    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   37   40        45   48       -1.52497         84.074         80.266         0.48016E+02    0.32900E+02    1
   37   40        46   49       -1.50207         86.599         81.929         0.35754E+02    0.27099E+02    1
   37   40        47   50       -1.29597         89.654         84.690         0.27163E+02    0.22751E+02    1
   37   40        48   51       -1.26819         90.357         84.481         0.20562E+02    0.18858E+02    1
   38   41        42   45       -0.84720         41.606         41.194         0.97350E+02    0.85158E+02    1
   38   41        43   46       -1.03182         51.602         50.702         0.87948E+02    0.58637E+02    1
   38   41        44   47       -1.80240         63.777         61.301         0.74824E+02    0.45517E+02    1
   38   41        45   48       -1.69464         75.846         72.575         0.61307E+02    0.38439E+02    1
   38   41        46   49       -1.77716         79.874         75.457         0.46139E+02    0.31240E+02    1
   38   41        47   50       -1.55388         83.871         78.987         0.34766E+02    0.25895E+02    1
   38   41        48   51       -1.53671         85.490         79.494         0.25989E+02    0.21131E+02    1
   38   41        49   52       -1.46794         92.718         85.533         0.21076E+02    0.18199E+02    1
   39   42        43   46       -0.68800         39.356         39.054         0.97052E+02    0.89087E+02    1
   39   42        44   47       -1.02781         50.809         49.954         0.87636E+02    0.60589E+02    1
   39   42        45   48       -1.44870         64.163         62.242         0.75022E+02    0.47661E+02    1
   39   42        46   49       -1.80984         69.840         66.577         0.58139E+02    0.37821E+02    1
   39   42        47   50       -1.66206         74.962         71.016         0.43862E+02    0.30736E+02    1
   39   42        48   51       -1.66853         77.467         72.394         0.32401E+02    0.24635E+02    1
   39   42        49   52       -1.63084         85.120         78.698         0.25884E+02    0.20791E+02    1
   39   42        50   53       -1.65986         91.173         83.059         0.20740E+02    0.17808E+02    1
   40   43        44   47       -0.85180         40.954         40.563         0.97268E+02    0.88785E+02    1
   40   43        45   48       -1.03998         54.374         53.458         0.88954E+02    0.61220E+02    1
   40   43        46   49       -1.80720         61.869         59.531         0.73813E+02    0.46914E+02    1
   40   43        47   50       -1.85755         68.522         65.193         0.57405E+02    0.37305E+02    1
   40   43        48   51       -1.95317         72.274         67.617         0.42578E+02    0.29324E+02    1
   40   43        49   52       -1.91740         80.607         74.495         0.33568E+02    0.24316E+02    1
   40   43        50   53       -1.98168         87.356         79.283         0.26516E+02    0.20437E+02    1
   40   43        51   54       -1.87269         95.939         86.494         0.21774E+02    0.18070E+02    1
   41   44        45   48       -0.84084         44.224         43.797         0.97644E+02    0.86789E+02    1
   41   44        46   49       -0.85552         50.874         50.212         0.87662E+02    0.65373E+02    1
   41   44        47   50       -1.37067         59.002         57.367         0.72196E+02    0.48777E+02    1
   41   44        48   51       -1.80353         64.220         61.153         0.54913E+02    0.36850E+02    1
   41   44        49   52       -1.89464         73.302         68.768         0.43072E+02    0.29674E+02    1
   41   44        50   53       -2.06078         80.670         74.119         0.33592E+02    0.24332E+02    1
   41   44        51   54       -1.98181         89.702         81.672         0.27176E+02    0.21134E+02    1
   41   44        52   55       -1.94502         97.485         87.757         0.22107E+02    0.18502E+02    1
   42   45        46   49       -0.47334         40.156         39.961         0.97163E+02    0.97163E+02    0
   42   45        47   50       -0.65558         48.100         47.649         0.86482E+02    0.69580E+02    1
   42   45        48   51       -1.56577         54.982         53.225         0.69711E+02    0.48197E+02    1
   42   45        49   52       -1.90347         65.143         61.882         0.55461E+02    0.37064E+02    1
   42   45        50   53       -2.23828         73.433         68.056         0.43135E+02    0.29438E+02    1
   42   45        51   54       -2.18657         83.068         76.134         0.34473E+02    0.25083E+02    1
   42   45        52   55       -2.18537         91.523         82.706         0.27686E+02    0.21573E+02    1
   42   45        53   56       -2.07283         99.301         88.982         0.22499E+02    0.18893E+02    1
   43   46        47   50       -0.28433         41.801         41.679         0.97374E+02    0.97374E+02    0
   43   46        48   51       -0.61211         47.421         47.015         0.86169E+02    0.71234E+02    1
   43   46        49   52       -1.16704         58.453         57.133         0.71872E+02    0.51107E+02    1
   43   46        50   53       -1.93995         67.766         64.432         0.56978E+02    0.38455E+02    1
   43   46        51   54       -2.06260         78.327         73.410         0.45431E+02    0.31814E+02    1
   43   46        52   55       -2.15120         87.500         80.755         0.36078E+02    0.26819E+02    1
   43   46        53   56       -2.08943         96.007         87.691         0.28932E+02    0.23059E+02    1
   43   46        54   57       -2.04057        102.641         92.582         0.23215E+02    0.19783E+02    1
   44   47        48   51       -0.40630         38.751         38.589         0.96963E+02    0.96963E+02    0
   44   47        49   52       -0.59312         49.178         48.765         0.86958E+02    0.70451E+02    1
   44   47        50   53       -1.67164         59.317         57.356         0.72380E+02    0.49703E+02    1
   44   47        51   54       -2.02110         70.861         67.348         0.58697E+02    0.39754E+02    1
   44   47        52   55       -2.24183         80.955         75.608         0.46628E+02    0.32808E+02    1
   44   47        53   56       -2.19685         90.150         83.304         0.37023E+02    0.27816E+02    1
   44   47        54   57       -2.20624         97.697         88.910         0.29397E+02    0.23410E+02    1
   44   47        55   58       -2.01245        104.347         94.449         0.23580E+02    0.20192E+02    1
   45   48        49   52       -0.78158         42.706         42.340         0.97480E+02    0.90775E+02    1
   45   48        50   53       -0.73588         50.302         49.758         0.87431E+02    0.67708E+02    1
